rule,wolfram_class,disputed,strict,break_by_8,median_gen_sweeps,mean_survival,library_size,library,support_masks,d_lambda,d_asymmetry,d_quiescent,d_sensitivity,n_futures
46,2,False,0.0,0.3125,10.0,32,2,24|25,4168|4169,0.5,0.5,0.0,0.5,16
50,2,False,0.75,0.9375,5.0,32,1,16,1056,0.375,0.0,0.0,0.4166666666666667,16
51,2,False,0.0,1.0,5.0,32,4,46|55|76|90,11892|19878|47692|60577,0.5,0.0,1.0,0.3333333333333333,16
54,4,True,0.0,1.0,6.0,32,3,12|52|53,407|16775|16787,0.5,0.0,0.0,0.6666666666666666,16
56,2,False,0.5625,0.625,6.0,32,1,17,1060,0.375,0.5,0.0,0.5833333333333334,16
57,2,False,0.6875,0.9375,5.0,32,1,16,1056,0.5,0.5,1.0,0.6666666666666666,16
58,2,False,0.8125,0.8125,6.0,32,1,37,10304,0.5,0.25,0.0,0.5,16
60,3,False,0.0,1.0,8.0,32,4,41|61|68|80,10965|27850|34103|51606,0.5,0.5,0.0,0.6666666666666666,16
62,2,False,0.125,0.8125,6.0,32,1,49,14400,0.625,0.25,0.0,0.5833333333333334,16
72,2,False,0.0,0.75,128.0,1.25,1,0,1,0.25,0.0,0.0,0.5,16
73,2,True,0.0,1.0,12.0,32,3,38|39|40,10307|10562|10563,0.375,0.0,1.0,0.75,16
74,2,False,0.0,0.8125,13.0,32,1,7,263,0.375,0.25,0.0,0.5833333333333334,16
76,2,False,0.0,1.0,128.0,32,1,18,1077,0.375,0.0,0.0,0.4166666666666667,16
77,2,False,0.0625,0.25,128.0,32,1,16,1056,0.5,0.0,1.0,0.5,16
78,2,False,1.0,1.0,128.0,32,1,16,1056,0.5,0.25,0.0,0.5,16
90,3,False,0.0,1.0,8.0,32,4,21|36|59|72,1847|9563|26853|37995,0.5,0.0,0.0,0.6666666666666666,16
94,2,False,0.0625,1.0,29.0,32,1,42,11296,0.625,0.0,0.0,0.5833333333333334,16
104,2,False,0.0,0.5625,128.0,1.0625,1,0,1,0.375,0.0,0.0,0.75,16
105,3,False,0.0,1.0,8.5,32,4,47|48|51|79,13913|13929|15972|50857,0.5,0.0,1.0,1.0,16
106,4,True,0.0,1.0,8.0,32,4,21|23|74|92,1847|3894|43287|61120,0.5,0.25,0.0,0.6666666666666666,16
108,2,False,0.0,1.0,67.0,32,1,4,23,0.5,0.0,0.0,0.6666666666666666,16
110,4,False,0.0,1.0,10.0,32,1,81,53385,0.625,0.25,0.0,0.5833333333333334,16
122,3,False,0.0,1.0,8.0,32,1,70,36873,0.625,0.0,0.0,0.5833333333333334,16
126,3,False,0.0,1.0,8.0,32,1,70,36873,0.75,0.0,0.0,0.5,16
128,1,False,0.0,0.0,128.0,1.125,0,,,0.125,0.0,0.0,0.25,16
130,2,False,0.0,0.25,12.0,32,3,1|2|3,5|17|21,0.25,0.25,0.0,0.5,16
132,2,False,0.0,0.8125,128.0,32,2,1|2,5|17,0.25,0.0,0.0,0.5,16
134,2,False,0.0,1.0,11.0,32,1,7,263,0.375,0.25,0.0,0.75,16
136,1,False,0.0,0.5,128.0,0.875,1,0,1,0.25,0.25,0.0,0.3333333333333333,16
138,2,False,0.0,0.5625,11.0,32,2,4|7,23|263,0.375,0.5,0.0,0.4166666666666667,16
140,2,False,0.0625,0.9375,128.0,32,1,3,21,0.375,0.25,0.0,0.4166666666666667,16
142,2,False,0.75,1.0,10.0,32,2,24|28,4168|4616,0.5,0.5,0.0,0.5,16
146,3,False,0.0,1.0,8.0,32,1,4,23,0.375,0.0,0.0,0.75,16
150,3,False,0.0,1.0,8.0,32,4,82|88|90|94,53639|59589|60577|63712,0.5,0.0,0.0,1.0,16
152,2,False,0.8125,0.9375,12.0,32,1,1,5,0.375,0.5,0.0,0.5833333333333334,16
154,2,True,0.0,1.0,8.0,32,4,34|44|58|91,5543|11381|26842|60640,0.5,0.25,0.0,0.6666666666666666,16
156,2,False,1.0,1.0,38.0,32,1,16,1056,0.5,0.5,0.0,0.6666666666666666,16
160,1,False,0.0,0.3125,128.0,1.3125,1,0,1,0.25,0.0,0.0,0.3333333333333333,16
162,2,False,0.0625,0.1875,8.0,32,1,3,21,0.375,0.25,0.0,0.4166666666666667,16
164,2,False,0.5,1.0,128.0,32,2,0|1,1|5,0.375,0.0,0.0,0.5833333333333334,16
168,1,False,0.0,0.5625,128.0,0.6875,1,0,1,0.375,0.25,0.0,0.4166666666666667,16
170,2,False,0.0,0.75,8.0,32,4,32|35|57|84,4958|7796|26292|55528,0.5,0.5,0.0,0.3333333333333333,16
172,2,False,0.875,1.0,128.0,32,3,1|2|3,5|17|21,0.5,0.25,0.0,0.5,16
178,2,False,0.0,0.4375,5.0,32,1,16,1056,0.5,0.0,0.0,0.5,16
184,2,False,0.625,0.75,6.0,32,1,16,1056,0.5,0.5,0.0,0.5,16
200,2,False,0.0,0.9375,128.0,3.0625,1,0,1,0.375,0.0,0.0,0.4166666666666667,16
204,2,False,0.0,1.0,128.0,32,4,31|54|73|93,4955|16799|39207|63688,0.5,0.0,0.0,0.3333333333333333,16
232,2,False,0.5625,0.6875,128.0,28.125,1,63,32769,0.5,0.0,0.0,0.5,16
