matrix_id,contract_id,exposure,overshoot,fission,daughter,grid_id,beta_multiplier,leave_multiplier,f12_rate,strict8_rate,break_rate,recovery_given_break,terminal_cross_similarity,damage_exponent,completion,twin_completion
0,e0_o0_f0_d0,0,0,0,0,b0p125_l2p0,0.125,2.0,0.9166666666666666,0.0,1.0,0.9166666666666666,0.4669795306322726,0.039812978357076645,1.0,1.0
0,e0_o0_f0_d0,0,0,0,0,b0p25_l2p0,0.25,2.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.44593690522100954,0.008421838283538818,1.0,1.0
0,e0_o0_f0_d0,0,0,0,0,b0p5_l2p0,0.5,2.0,0.75,0.0,0.75,1.0,0.45694241601676194,0.1964520663022995,1.0,1.0
0,e0_o0_f0_d0,0,0,0,0,b1p0_l2p0,1.0,2.0,0.16666666666666666,0.0,0.25,0.6666666666666666,0.41408740212223005,-0.10962871462106705,1.0,1.0
0,e0_o0_f0_d0,0,0,0,0,b2p0_l2p0,2.0,2.0,0.5,0.0,0.5833333333333334,0.8571428571428571,0.49613818994232756,-0.20117974281311035,1.0,1.0
0,e0_o0_f0_d0,0,0,0,0,b4p0_l2p0,4.0,2.0,0.25,0.0,0.5833333333333334,0.42857142857142855,0.46433725519924096,0.3051387071609497,1.0,1.0
0,e0_o0_f0_d0,0,0,0,0,b8p0_l2p0,8.0,2.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.41309150071571327,0.12483883649110794,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p125_l0p5,0.125,0.5,0.8333333333333334,0.0,1.0,0.8333333333333334,0.35058818493314786,-0.20117974281311035,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p25_l0p5,0.25,0.5,0.6666666666666666,0.0,0.6666666666666666,1.0,0.4406508650141944,-0.09430684894323349,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p5_l0p5,0.5,0.5,0.75,0.0,0.75,1.0,0.4638373460043233,-0.13411982357501984,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b1p0_l0p5,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,0.49259473193990344,0.09836891293525696,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b2p0_l0p5,2.0,0.5,0.5833333333333334,0.16666666666666666,0.6666666666666666,0.875,0.3557639239427654,-0.046447575092315674,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b4p0_l0p5,4.0,0.5,0.5,0.0,0.5833333333333334,0.8571428571428571,0.5958289281252743,-0.07432463765144348,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b8p0_l0p5,8.0,0.5,0.08333333333333333,0.0,0.16666666666666666,0.5,0.4980970390135168,0.13438564538955688,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p125_l1p0,0.125,1.0,0.5833333333333334,0.0,0.75,0.7777777777777778,0.39423566766886436,-0.04256880283355713,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p25_l1p0,0.25,1.0,0.5,0.0,0.5833333333333334,0.8571428571428571,0.42054406066236294,-0.03902055695652962,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p5_l1p0,0.5,1.0,0.6666666666666666,0.08333333333333333,0.6666666666666666,1.0,0.3888282728083383,0.06705991178750992,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b1p0_l1p0,1.0,1.0,0.5833333333333334,0.0,0.5833333333333334,1.0,0.4543468851270558,-0.007264723535627127,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b2p0_l1p0,2.0,1.0,0.25,0.0,0.5,0.5,0.39655728105969684,0.2381667047739029,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b4p0_l1p0,4.0,1.0,0.75,0.0,0.75,1.0,0.42171962467897417,-0.0507248230278492,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b8p0_l1p0,8.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3183475094233928,-0.060875747352838516,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p125_l2p0,0.125,2.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.339557882507832,0.11305705457925797,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p25_l2p0,0.25,2.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.3768661865898452,-0.06705991178750992,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b0p5_l2p0,0.5,2.0,0.4166666666666667,0.0,0.4166666666666667,1.0,0.43670037248909266,-0.09430684894323349,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b1p0_l2p0,1.0,2.0,0.75,0.0,0.8333333333333334,0.9,0.41470119365106467,-0.007264723535627127,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b2p0_l2p0,2.0,2.0,0.75,0.0,0.75,1.0,0.4569373055351502,0.23491720855236053,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b4p0_l2p0,4.0,2.0,0.4166666666666667,0.0,0.5833333333333334,0.7142857142857143,0.5117408085055253,0.1160421371459961,1.0,1.0
0,e0_o0_f0_d1,0,0,0,1,b8p0_l2p0,8.0,2.0,0.4166666666666667,0.0,0.5,0.8333333333333334,0.42016076297927085,-0.04256880283355713,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p125_l0p5,0.125,0.5,0.8333333333333334,0.0,1.0,0.8333333333333334,0.5164679417392323,-0.048446763306856155,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p25_l0p5,0.25,0.5,0.5,0.0,0.5833333333333334,0.8571428571428571,0.3675541091482032,-0.19748534262180328,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p5_l0p5,0.5,0.5,0.5,0.0,0.5833333333333334,0.8571428571428571,0.43457940960967356,-0.14143973588943481,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b1p0_l0p5,1.0,0.5,0.4166666666666667,0.0,0.5,0.8333333333333334,0.4711221286092771,0.08254039287567139,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b2p0_l0p5,2.0,0.5,0.5,0.08333333333333333,0.5,1.0,0.372793013231782,0.07313800603151321,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b4p0_l0p5,4.0,0.5,0.4166666666666667,0.0,0.4166666666666667,1.0,0.44599765322167834,-0.03158558905124664,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b8p0_l0p5,8.0,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4529986553336781,-0.08837398141622543,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p125_l1p0,0.125,1.0,0.6666666666666666,0.0,0.8333333333333334,0.8,0.5277889443812078,0.03473205491900444,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p25_l1p0,0.25,1.0,0.5833333333333334,0.0,0.5833333333333334,1.0,0.38999477648975395,-0.14433522522449493,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p5_l1p0,0.5,1.0,0.75,0.08333333333333333,0.75,1.0,0.5240594426246129,-0.0016132766613736749,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b1p0_l1p0,1.0,1.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.392086221622234,0.12496957182884216,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b2p0_l1p0,2.0,1.0,0.5,0.0,0.5833333333333334,0.8571428571428571,0.4083622967171318,-0.020410912111401558,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b4p0_l1p0,4.0,1.0,0.5,0.0,0.5833333333333334,0.8571428571428571,0.5297966290767745,0.05436587333679199,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b8p0_l1p0,8.0,1.0,0.5833333333333334,0.0,0.6666666666666666,0.875,0.36634579370027825,0.2344871312379837,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p125_l2p0,0.125,2.0,0.9166666666666666,0.0,1.0,0.9166666666666666,0.4042330289646088,-0.03295566514134407,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p25_l2p0,0.25,2.0,0.75,0.0,0.8333333333333334,0.9,0.45118809569691404,-0.014808118343353271,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b0p5_l2p0,0.5,2.0,0.5833333333333334,0.0,0.75,0.7777777777777778,0.474321551107663,0.06986510753631592,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b1p0_l2p0,1.0,2.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.4986031449650799,0.12340906262397766,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b2p0_l2p0,2.0,2.0,0.8333333333333334,0.0,0.9166666666666666,0.9090909090909091,0.513364112765812,0.23795509338378906,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b4p0_l2p0,4.0,2.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.42065565678488637,-0.021530618891119957,1.0,1.0
0,e0_o0_f1_d0,0,0,1,0,b8p0_l2p0,8.0,2.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.41748164546127636,0.0755210667848587,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p125_l0p5,0.125,0.5,0.6666666666666666,0.16666666666666666,0.75,0.8888888888888888,0.45110197820613757,-0.19689397513866425,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p25_l0p5,0.25,0.5,0.75,0.08333333333333333,0.8333333333333334,0.9,0.5539297256884894,-0.04808220639824867,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p5_l0p5,0.5,0.5,0.4166666666666667,0.0,0.4166666666666667,1.0,0.37154766825985475,-0.10557979345321655,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b1p0_l0p5,1.0,0.5,0.4166666666666667,0.08333333333333333,0.5,0.8333333333333334,0.5496246977300897,-0.005564580205827951,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b2p0_l0p5,2.0,0.5,0.4166666666666667,0.08333333333333333,0.5833333333333334,0.7142857142857143,0.3616811254120629,0.18899621069431305,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b4p0_l0p5,4.0,0.5,0.3333333333333333,0.08333333333333333,0.3333333333333333,1.0,0.3650140046352549,-0.0839182510972023,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b8p0_l0p5,8.0,0.5,0.4166666666666667,0.0,0.5,0.8333333333333334,0.4748871053771511,-0.13924257457256317,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p125_l1p0,0.125,1.0,0.75,0.0,0.9166666666666666,0.8181818181818182,0.49044389471459215,-0.01737123169004917,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p25_l1p0,0.25,1.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.5045178046187773,-0.09916257858276367,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p5_l1p0,0.5,1.0,0.5833333333333334,0.0,0.5833333333333334,1.0,0.4235287165543275,-0.042971640825271606,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b1p0_l1p0,1.0,1.0,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.8,0.41201282431331343,-0.054493263363838196,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b2p0_l1p0,2.0,1.0,0.5,0.08333333333333333,0.5833333333333334,0.8571428571428571,0.41749629807446864,0.28773757815361023,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b4p0_l1p0,4.0,1.0,0.5833333333333334,0.0,0.5833333333333334,1.0,0.43491942842219533,0.021564727649092674,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b8p0_l1p0,8.0,1.0,0.5,0.0,0.5833333333333334,0.8571428571428571,0.5031967651258079,0.15513543784618378,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p125_l2p0,0.125,2.0,0.6666666666666666,0.0,0.9166666666666666,0.7272727272727273,0.4706315262282108,-0.198931023478508,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p25_l2p0,0.25,2.0,0.8333333333333334,0.0,0.8333333333333334,1.0,0.4750036974196296,-0.09938230365514755,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b0p5_l2p0,0.5,2.0,0.8333333333333334,0.0,0.9166666666666666,0.9090909090909091,0.40465240445708134,0.010869264602661133,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b1p0_l2p0,1.0,2.0,0.75,0.0,0.75,1.0,0.6192407002910237,0.3265515863895416,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b2p0_l2p0,2.0,2.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.44131214172528105,0.08049881458282471,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b4p0_l2p0,4.0,2.0,0.5,0.0,0.5833333333333334,0.8571428571428571,0.3600018498917043,-0.05683446303009987,1.0,1.0
0,e0_o0_f1_d1,0,0,1,1,b8p0_l2p0,8.0,2.0,0.5,0.0,0.5,1.0,0.4294540348419072,-0.08559461683034897,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p125_l0p5,0.125,0.5,0.75,0.0,0.8333333333333334,0.9,0.3436560807807108,-0.060875747352838516,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p25_l0p5,0.25,0.5,0.4166666666666667,0.0,0.4166666666666667,1.0,0.48604920723112255,-0.08312918990850449,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p5_l0p5,0.5,0.5,0.3333333333333333,0.0,0.5,0.6666666666666666,0.35011165289623664,-0.13411982357501984,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b1p0_l0p5,1.0,0.5,0.4166666666666667,0.08333333333333333,0.5833333333333334,0.7142857142857143,0.4037734429337023,0.06165769696235657,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b2p0_l0p5,2.0,0.5,0.4166666666666667,0.0,0.4166666666666667,1.0,0.43283265258364,-0.06705991178750992,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b4p0_l0p5,4.0,0.5,0.6666666666666666,0.0,0.75,0.8888888888888888,0.42478080384567474,-0.20117974281311035,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b8p0_l0p5,8.0,0.5,0.5,0.0,0.5,1.0,0.36703862061348724,-0.10962871462106705,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p125_l1p0,0.125,1.0,0.9166666666666666,0.0,0.9166666666666666,1.0,0.4231530318742811,-0.06705991178750992,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p25_l1p0,0.25,1.0,0.5833333333333334,0.0,0.5833333333333334,1.0,0.4576984822890468,0.0,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p5_l1p0,0.5,1.0,0.5833333333333334,0.0,0.5833333333333334,1.0,0.4674103668599756,0.05099064111709595,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b1p0_l1p0,1.0,1.0,0.5,0.0,0.5,1.0,0.5168068031866015,-0.07432463765144348,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b2p0_l1p0,2.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.4734403768545726,-0.20117974281311035,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b4p0_l1p0,4.0,1.0,0.75,0.0,0.8333333333333334,0.9,0.4302395020781739,0.07613027840852737,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b8p0_l1p0,8.0,1.0,0.4166666666666667,0.0,0.4166666666666667,1.0,0.3616009118838379,0.06042531505227089,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p125_l2p0,0.125,2.0,0.75,0.0,0.8333333333333334,0.9,0.45726757791878647,-0.10962871462106705,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p25_l2p0,0.25,2.0,0.5833333333333334,0.0,0.6666666666666666,0.875,0.39609801095084435,-0.08312918990850449,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b0p5_l2p0,0.5,2.0,0.9166666666666666,0.0,1.0,0.9166666666666666,0.43987202694417726,-0.01606927253305912,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b1p0_l2p0,1.0,2.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.5739459108434929,0.15753038227558136,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b2p0_l2p0,2.0,2.0,0.5833333333333334,0.0,0.75,0.7777777777777778,0.4379087183285871,0.030675271525979042,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b4p0_l2p0,4.0,2.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.37705567622968467,-0.07432463765144348,1.0,1.0
0,e0_o1_f0_d0,0,1,0,0,b8p0_l2p0,8.0,2.0,0.5833333333333334,0.0,0.5833333333333334,1.0,0.45835428543280865,0.10116597265005112,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p125_l0p5,0.125,0.5,0.9166666666666666,0.0,1.0,0.9166666666666666,0.43774654421636144,-0.06705991178750992,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p25_l0p5,0.25,0.5,0.75,0.0,0.75,1.0,0.4456075172069811,0.044649314135313034,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p5_l0p5,0.5,0.5,0.5833333333333334,0.08333333333333333,0.5833333333333334,1.0,0.3364520334151099,-0.10962871462106705,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b1p0_l0p5,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,1.0,0.34832794956591556,-0.01606927253305912,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b2p0_l0p5,2.0,0.5,0.4166666666666667,0.0,0.5,0.8333333333333334,0.5268409885739185,0.07862790673971176,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b4p0_l0p5,4.0,0.5,0.4166666666666667,0.0,0.4166666666666667,1.0,0.4213134372336057,0.2689650356769562,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b8p0_l0p5,8.0,0.5,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.8,0.3941640388860246,-0.04256880283355713,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p125_l1p0,0.125,1.0,0.5,0.0,0.6666666666666666,0.75,0.4249114987582312,0.1222262978553772,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p25_l1p0,0.25,1.0,0.8333333333333334,0.0,0.9166666666666666,0.9090909090909091,0.47214097037868297,-0.20117974281311035,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p5_l1p0,0.5,1.0,0.5,0.08333333333333333,0.5,1.0,0.4342375891118001,-0.08312918990850449,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b1p0_l1p0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.44162592837279974,0.12409927695989609,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b2p0_l1p0,2.0,1.0,0.4166666666666667,0.08333333333333333,0.5,0.8333333333333334,0.45922167226406835,0.13754816353321075,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b4p0_l1p0,4.0,1.0,0.4166666666666667,0.0,0.5,0.8333333333333334,0.49853116828998345,0.12640826404094696,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b8p0_l1p0,8.0,1.0,0.5,0.0,0.5,1.0,0.38028630618974885,-0.029893329367041588,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p125_l2p0,0.125,2.0,0.75,0.0,0.8333333333333334,0.9,0.46512527142318544,-0.20117974281311035,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p25_l2p0,0.25,2.0,0.8333333333333334,0.0,1.0,0.8333333333333334,0.5503854503499396,-0.0507248230278492,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b0p5_l2p0,0.5,2.0,0.4166666666666667,0.0,0.4166666666666667,1.0,0.46006298014174596,0.09019589424133301,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b1p0_l2p0,1.0,2.0,0.8333333333333334,0.0,0.8333333333333334,1.0,0.5312728386016855,-0.04256880283355713,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b2p0_l2p0,2.0,2.0,0.5833333333333334,0.0,0.5833333333333334,1.0,0.5745287336148599,-0.046447575092315674,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b4p0_l2p0,4.0,2.0,0.5,0.0,0.5,1.0,0.4167029991457424,0.19821828603744507,1.0,1.0
0,e0_o1_f0_d1,0,1,0,1,b8p0_l2p0,8.0,2.0,0.75,0.0,0.75,1.0,0.34984268777599165,0.21441106498241425,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p125_l0p5,0.125,0.5,0.75,0.0,0.8333333333333334,0.9,0.472937250508213,-0.1327054351568222,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p25_l0p5,0.25,0.5,0.6666666666666666,0.0,0.8333333333333334,0.8,0.31988137269563577,0.07656841725111008,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p5_l0p5,0.5,0.5,0.5,0.0,0.5,1.0,0.5490462232982144,-0.07429593056440353,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b1p0_l0p5,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,1.0,0.3822064342569073,-0.21294808387756348,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b2p0_l0p5,2.0,0.5,0.5,0.0,0.5,1.0,0.40294018763083583,0.2536259889602661,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b4p0_l0p5,4.0,0.5,0.3333333333333333,0.0,0.5,0.6666666666666666,0.430695795431688,0.14033114910125732,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b8p0_l0p5,8.0,0.5,0.3333333333333333,0.08333333333333333,0.3333333333333333,1.0,0.337946848726445,-0.20666353404521942,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p125_l1p0,0.125,1.0,0.8333333333333334,0.0,0.8333333333333334,1.0,0.37883061249090066,0.04299710690975189,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p25_l1p0,0.25,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.45819556721549104,-0.21523670852184296,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p5_l1p0,0.5,1.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.32372642630051973,-0.1997520476579666,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b1p0_l1p0,1.0,1.0,0.5833333333333334,0.0,0.75,0.7777777777777778,0.389299564733288,0.04220375791192055,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b2p0_l1p0,2.0,1.0,0.6666666666666666,0.0,0.75,0.8888888888888888,0.4274816371575357,-0.05124123394489288,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b4p0_l1p0,4.0,1.0,0.5,0.0,0.5833333333333334,0.8571428571428571,0.390847090568563,-0.04411102831363678,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b8p0_l1p0,8.0,1.0,0.5833333333333334,0.08333333333333333,0.5833333333333334,1.0,0.4193915539547113,-0.08886484056711197,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p125_l2p0,0.125,2.0,0.9166666666666666,0.0,1.0,0.9166666666666666,0.43836652940614007,-0.0358840748667717,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p25_l2p0,0.25,2.0,0.8333333333333334,0.0,0.9166666666666666,0.9090909090909091,0.48228690060314017,0.057282041758298874,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b0p5_l2p0,0.5,2.0,0.5833333333333334,0.0,0.6666666666666666,0.875,0.38153156412751593,-0.1920710653066635,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b1p0_l2p0,1.0,2.0,0.6666666666666666,0.0,0.9166666666666666,0.7272727272727273,0.5577212278802165,0.041852664202451706,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b2p0_l2p0,2.0,2.0,0.8333333333333334,0.0,0.8333333333333334,1.0,0.40773140566350674,-0.1986428052186966,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b4p0_l2p0,4.0,2.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.45017254845314136,-0.13099868595600128,1.0,1.0
0,e0_o1_f1_d0,0,1,1,0,b8p0_l2p0,8.0,2.0,0.3333333333333333,0.0,0.4166666666666667,0.8,0.4655045382630542,-0.0345141626894474,1.0,1.0
0,e0_o1_f1_d1,0,1,1,1,b0p125_l0p5,0.125,0.5,0.9166666666666666,0.0,0.9166666666666666,1.0,0.5719075823452691,-0.015328165143728256,1.0,1.0
0,e0_o1_f1_d1,0,1,1,1,b0p25_l0p5,0.25,0.5,0.6666666666666666,0.08333333333333333,0.9166666666666666,0.7272727272727273,0.41447250849172995,0.08880392462015152,1.0,1.0
