candidate,matrix_id,grid_id,kind,donor_order,arm,capture16,capture32,arrival8,occupancy,maximum_residence,completion,same_h_f8,same_h_f16,same_h_f32,cross_h_f8,cross_h_f16,cross_h_f32
02,0,b4p0_l2p0,f12,1,native_a,0.0,0.0,0.0,0.00390625,0.125,1.0,,,,,,
02,0,b4p0_l2p0,f12,1,native_b,0.0,0.0,0.125,0.009114583022892475,0.20833333333333334,1.0,,,,,,
02,0,b4p0_l2p0,f12,1,permuted,0.0,0.0,0.0,0.00390625,0.125,1.0,,,,,,
02,0,b4p0_l2p0,f12,1,natural,0.0,0.0,0.0,0.0026041667442768812,0.08333333333333333,1.0,,,,,,
02,0,b4p0_l2p0,f12,1,fork_comparison,,,,,,,0.42545878844932156,0.3722355898095406,0.37848217025261205,0.37182687457986846,0.3890534340731495,0.37823998824921784
02,1,b1p0_l0p5,f12,0,native_a,0.0,0.0,1.0,0.0651041641831398,1.625,1.0,,,,,,
02,1,b1p0_l0p5,f12,0,native_b,0.0,0.0,1.0,0.0924479141831398,1.8333333333333333,1.0,,,,,,
02,1,b1p0_l0p5,f12,0,permuted,0.0,0.0,0.08333333333333333,0.015625,0.4583333333333333,1.0,,,,,,
02,1,b1p0_l0p5,f12,0,natural,0.0,0.0,0.08333333333333333,0.02864583395421505,0.875,1.0,,,,,,
02,1,b1p0_l0p5,f12,0,fork_comparison,,,,,,,0.529290379155357,0.35760255358030557,0.48039860765308795,0.4658470214881693,0.44858164780181503,0.3818320726224818
02,1,b1p0_l0p5,f12,1,native_a,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l0p5,f12,1,native_b,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l0p5,f12,1,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l0p5,f12,1,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l0p5,f12,1,fork_comparison,,,,,,,0.3851561369672254,0.3706883875095744,0.4643417934907294,0.3916798282656646,0.47561853328651543,0.4341225343794053
02,1,b1p0_l1p0,f12,0,native_a,0.0,0.0,0.25,0.009114583022892475,0.2916666666666667,1.0,,,,,,
02,1,b1p0_l1p0,f12,0,native_b,0.0,0.0,0.5416666666666666,0.01692708395421505,0.5416666666666666,1.0,,,,,,
02,1,b1p0_l1p0,f12,0,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l1p0,f12,0,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l1p0,f12,0,fork_comparison,,,,,,,0.44877547330820916,0.39789416626329926,0.46535788061369293,0.4317166112876067,0.41342771257707245,0.4358043629901456
02,1,b1p0_l1p0,f12,1,native_a,0.0,0.0,0.041666666666666664,0.0013020833721384406,0.041666666666666664,1.0,,,,,,
02,1,b1p0_l1p0,f12,1,native_b,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l1p0,f12,1,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l1p0,f12,1,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b1p0_l1p0,f12,1,fork_comparison,,,,,,,0.4541912656606299,0.4233948356565753,0.44593603238619606,0.48516224749523706,0.43859793043381173,0.4532429099892418
02,1,b2p0_l2p0,f12,0,native_a,0.0,0.0,0.08333333333333333,0.0026041667442768812,0.08333333333333333,1.0,,,,,,
02,1,b2p0_l2p0,f12,0,native_b,0.0,0.0,0.08333333333333333,0.0026041667442768812,0.08333333333333333,1.0,,,,,,
02,1,b2p0_l2p0,f12,0,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b2p0_l2p0,f12,0,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b2p0_l2p0,f12,0,fork_comparison,,,,,,,0.4022343472455625,0.4662582335282159,0.4403679902572823,0.4081672599346538,0.49212559245052595,0.426045202727059
02,1,b2p0_l2p0,f12,1,native_a,0.0,0.0,0.875,0.0481770820915699,1.3333333333333333,1.0,,,,,,
02,1,b2p0_l2p0,f12,1,native_b,0.0,0.0,0.5416666666666666,0.0442708320915699,1.125,1.0,,,,,,
02,1,b2p0_l2p0,f12,1,permuted,0.0,0.0,0.0,0.01171875,0.3333333333333333,1.0,,,,,,
02,1,b2p0_l2p0,f12,1,natural,0.0,0.0,0.20833333333333334,0.02734375,0.75,1.0,,,,,,
02,1,b2p0_l2p0,f12,1,fork_comparison,,,,,,,0.47554103052001345,0.46409696102111386,0.39363252071044275,0.43893871374804744,0.4364815346189754,0.47380232626498425
02,1,b4p0_l2p0,f12,0,native_a,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b4p0_l2p0,f12,0,native_b,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b4p0_l2p0,f12,0,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b4p0_l2p0,f12,0,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b4p0_l2p0,f12,0,fork_comparison,,,,,,,0.4174678296891415,0.47754124799859793,0.4938554125786694,0.47118878766395517,0.45254047021549243,0.48448078952447515
02,1,b4p0_l2p0,f12,1,native_a,0.0,0.0,0.041666666666666664,0.0013020833721384406,0.041666666666666664,1.0,,,,,,
02,1,b4p0_l2p0,f12,1,native_b,0.0,0.0,0.041666666666666664,0.0013020833721384406,0.041666666666666664,1.0,,,,,,
02,1,b4p0_l2p0,f12,1,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b4p0_l2p0,f12,1,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,1,b4p0_l2p0,f12,1,fork_comparison,,,,,,,0.4238493958638608,0.4754675785487507,0.45295505523587093,0.3671324414025549,0.4709946342455651,0.4633494142726353
02,2,b1p0_l0p5,f12,0,native_a,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,2,b1p0_l0p5,f12,0,native_b,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,2,b1p0_l0p5,f12,0,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,2,b1p0_l0p5,f12,0,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,2,b1p0_l0p5,f12,0,fork_comparison,,,,,,,0.6963293910605547,0.6978088942634836,0.7785633130064863,0.647865393877125,0.6367236807291555,0.732136401726684
02,2,b1p0_l0p5,f12,1,native_a,0.125,0.125,1.0,0.2513020932674408,5.208333333333333,1.0,,,,,,
02,2,b1p0_l0p5,f12,1,native_b,0.16666666666666666,0.16666666666666666,1.0,0.2369791716337204,4.875,1.0,,,,,,
02,2,b1p0_l0p5,f12,1,permuted,0.041666666666666664,0.041666666666666664,0.25,0.11328125,2.5416666666666665,1.0,,,,,,
02,2,b1p0_l0p5,f12,1,natural,0.0,0.0,0.2916666666666667,0.0846354141831398,1.8333333333333333,1.0,,,,,,
02,2,b1p0_l0p5,f12,1,fork_comparison,,,,,,,0.7214927579414208,0.6574753521630473,0.7035766871538499,0.6349635832464343,0.6692623445728705,0.7376033424928096
02,2,b1p0_l0p5,strict8,0,native_a,0.0,0.041666666666666664,1.0,0.3841145932674408,4.5,1.0,,,,,,
02,2,b1p0_l0p5,strict8,0,native_b,0.041666666666666664,0.041666666666666664,1.0,0.328125,4.666666666666667,1.0,,,,,,
02,2,b1p0_l0p5,strict8,0,permuted,0.0,0.0,0.125,0.17578125,2.7916666666666665,1.0,,,,,,
02,2,b1p0_l0p5,strict8,0,natural,0.0,0.0,0.9583333333333334,0.421875,5.625,1.0,,,,,,
02,2,b1p0_l0p5,strict8,0,fork_comparison,,,,,,,0.7497515844820045,0.7467250387363817,0.7692869649347123,0.800397967004736,0.7128447502896521,0.7192825205118346
02,2,b1p0_l1p0,f12,0,native_a,0.041666666666666664,0.041666666666666664,0.9583333333333334,0.1497395783662796,2.8333333333333335,1.0,,,,,,
02,2,b1p0_l1p0,f12,0,native_b,0.0,0.0,0.9583333333333334,0.1419270783662796,2.875,1.0,,,,,,
02,2,b1p0_l1p0,f12,0,permuted,0.0,0.0,0.16666666666666666,0.0794270858168602,1.7083333333333333,1.0,,,,,,
02,2,b1p0_l1p0,f12,0,natural,0.0,0.0,0.16666666666666666,0.0885416641831398,2.3333333333333335,1.0,,,,,,
02,2,b1p0_l1p0,f12,0,fork_comparison,,,,,,,0.6865761765909731,0.6647267209002347,0.7811202515531234,0.7248938861091853,0.7352925152153554,0.7180334884102516
02,2,b1p0_l1p0,f12,1,native_a,0.0,0.0,0.5,0.0572916679084301,1.0416666666666667,1.0,,,,,,
02,2,b1p0_l1p0,f12,1,native_b,0.0,0.0,0.75,0.1002604141831398,1.7083333333333333,1.0,,,,,,
02,2,b1p0_l1p0,f12,1,permuted,0.0,0.0,0.20833333333333334,0.0807291641831398,1.4583333333333333,1.0,,,,,,
02,2,b1p0_l1p0,f12,1,natural,0.0,0.0,0.3333333333333333,0.0559895820915699,1.125,1.0,,,,,,
02,2,b1p0_l1p0,f12,1,fork_comparison,,,,,,,0.6964635268982061,0.7369284368354941,0.6977918044124909,0.7261459706402346,0.7029617401891645,0.7125039902492878
02,2,b1p0_l1p0,strict8,0,native_a,0.0,0.0,1.0,0.28125,3.5833333333333335,1.0,,,,,,
02,2,b1p0_l1p0,strict8,0,native_b,0.0,0.0,0.9583333333333334,0.3190104067325592,4.5,1.0,,,,,,
02,2,b1p0_l1p0,strict8,0,permuted,0.0,0.0,0.16666666666666666,0.1588541716337204,2.5833333333333335,1.0,,,,,,
02,2,b1p0_l1p0,strict8,0,natural,0.0,0.0,0.8333333333333334,0.2565104067325592,3.375,1.0,,,,,,
02,2,b1p0_l1p0,strict8,0,fork_comparison,,,,,,,0.6566081614146219,0.7350542748616338,0.6959353167382983,0.7154081216377567,0.7492366448180023,0.745387358792061
02,2,b2p0_l2p0,f12,0,native_a,0.0,0.0,0.7083333333333334,0.0442708320915699,1.1666666666666667,1.0,,,,,,
02,2,b2p0_l2p0,f12,0,native_b,0.0,0.0,0.6666666666666666,0.0611979179084301,1.1666666666666667,1.0,,,,,,
02,2,b2p0_l2p0,f12,0,permuted,0.0,0.0,0.0,0.0377604179084301,0.9166666666666666,1.0,,,,,,
02,2,b2p0_l2p0,f12,0,natural,0.0,0.0,0.08333333333333333,0.0377604179084301,0.875,1.0,,,,,,
02,2,b2p0_l2p0,f12,0,fork_comparison,,,,,,,0.7184655674581605,0.7077024442900263,0.7213279413627055,0.7070954998857419,0.7668963132345453,0.6699981836406819
02,2,b2p0_l2p0,f12,1,native_a,0.0,0.0,0.875,0.0950520858168602,1.5,1.0,,,,,,
02,2,b2p0_l2p0,f12,1,native_b,0.0,0.0,0.875,0.1184895858168602,1.7083333333333333,1.0,,,,,,
02,2,b2p0_l2p0,f12,1,permuted,0.0,0.0,0.16666666666666666,0.0690104141831398,1.2083333333333333,1.0,,,,,,
02,2,b2p0_l2p0,f12,1,natural,0.0,0.0,0.2916666666666667,0.0598958320915699,1.0416666666666667,1.0,,,,,,
02,2,b2p0_l2p0,f12,1,fork_comparison,,,,,,,0.76439743000295,0.7312228203160194,0.7304326128938481,0.7681327917437755,0.7084212177529473,0.6830300966368288
02,2,b4p0_l2p0,f12,0,native_a,0.0,0.0,0.875,0.1028645858168602,1.75,1.0,,,,,,
02,2,b4p0_l2p0,f12,0,native_b,0.0,0.0,0.7083333333333334,0.0924479141831398,1.6666666666666667,1.0,,,,,,
02,2,b4p0_l2p0,f12,0,permuted,0.0,0.0,0.041666666666666664,0.0520833320915699,1.125,1.0,,,,,,
02,2,b4p0_l2p0,f12,0,natural,0.0,0.0,0.2916666666666667,0.0625,1.0833333333333333,1.0,,,,,,
02,2,b4p0_l2p0,f12,0,fork_comparison,,,,,,,0.7773568611181562,0.8008770736714533,0.7227669646006619,0.7212569274080717,0.7669217805954663,0.7247866191811795
02,2,b4p0_l2p0,f12,1,native_a,0.0,0.0,0.25,0.013020833022892475,0.4166666666666667,1.0,,,,,,
02,2,b4p0_l2p0,f12,1,native_b,0.0,0.0,0.16666666666666666,0.009114583022892475,0.25,1.0,,,,,,
02,2,b4p0_l2p0,f12,1,permuted,0.0,0.0,0.0,0.00390625,0.125,1.0,,,,,,
02,2,b4p0_l2p0,f12,1,natural,0.0,0.0,0.041666666666666664,0.0013020833721384406,0.041666666666666664,1.0,,,,,,
02,2,b4p0_l2p0,f12,1,fork_comparison,,,,,,,0.7466678698007742,0.7418881004467185,0.7606704782023986,0.7794311863418808,0.7500568947054119,0.7791478653481985
02,3,b1p0_l0p5,f12,0,native_a,0.0,0.0,0.20833333333333334,0.0364583320915699,0.875,1.0,,,,,,
02,3,b1p0_l0p5,f12,0,native_b,0.0,0.0,0.16666666666666666,0.015625,0.4583333333333333,1.0,,,,,,
02,3,b1p0_l0p5,f12,0,permuted,0.0,0.0,0.16666666666666666,0.02083333395421505,0.625,1.0,,,,,,
02,3,b1p0_l0p5,f12,0,natural,0.0,0.0,0.125,0.014322916977107525,0.375,1.0,,,,,,
02,3,b1p0_l0p5,f12,0,fork_comparison,,,,,,,0.3914500713350237,0.5553576289207522,0.7053030059173803,0.399845606838413,0.5903735692037818,0.7284843805633211
02,3,b1p0_l0p5,f12,1,native_a,0.0,0.0,1.0,0.0559895820915699,1.625,1.0,,,,,,
02,3,b1p0_l0p5,f12,1,native_b,0.0,0.0,1.0,0.0651041641831398,1.75,1.0,,,,,,
02,3,b1p0_l0p5,f12,1,permuted,0.0,0.0,0.08333333333333333,0.0078125,0.20833333333333334,1.0,,,,,,
02,3,b1p0_l0p5,f12,1,natural,0.0,0.0,0.2916666666666667,0.03515625,0.8333333333333334,1.0,,,,,,
02,3,b1p0_l0p5,f12,1,fork_comparison,,,,,,,0.36420045231281045,0.5668205795090376,0.7312318517469819,0.5444017467166359,0.6048757308789183,0.6592474602813913
02,3,b1p0_l0p5,strict8,0,native_a,0.041666666666666664,0.08333333333333333,0.9166666666666666,0.4114583432674408,5.625,1.0,,,,,,
02,3,b1p0_l0p5,strict8,0,native_b,0.041666666666666664,0.041666666666666664,1.0,0.3997395932674408,5.875,1.0,,,,,,
02,3,b1p0_l0p5,strict8,0,permuted,0.0,0.041666666666666664,0.25,0.2356770783662796,4.041666666666667,1.0,,,,,,
02,3,b1p0_l0p5,strict8,0,natural,0.0,0.0,0.8333333333333334,0.3958333432674408,6.041666666666667,1.0,,,,,,
02,3,b1p0_l0p5,strict8,0,fork_comparison,,,,,,,0.8428537212017955,0.8042857616722124,0.8032850114301041,0.8314447830971159,0.8447194484804906,0.8164363085288429
02,3,b1p0_l1p0,f12,0,native_a,0.0,0.0,0.125,0.00390625,0.125,1.0,,,,,,
02,3,b1p0_l1p0,f12,0,native_b,0.0,0.0,0.041666666666666664,0.0013020833721384406,0.041666666666666664,1.0,,,,,,
02,3,b1p0_l1p0,f12,0,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,3,b1p0_l1p0,f12,0,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,3,b1p0_l1p0,f12,0,fork_comparison,,,,,,,0.5421510282663552,0.5880451485884235,0.6277610162987414,0.4784743750545421,0.5034061541012452,0.6543532791075662
02,3,b1p0_l1p0,f12,1,native_a,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,3,b1p0_l1p0,f12,1,native_b,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,3,b1p0_l1p0,f12,1,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,3,b1p0_l1p0,f12,1,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,3,b1p0_l1p0,f12,1,fork_comparison,,,,,,,0.4289202116335355,0.48558633417042874,0.7209530157081167,0.5253321147359117,0.6389188743696584,0.6577390565026772
02,3,b2p0_l2p0,f12,0,native_a,0.0,0.0,0.20833333333333334,0.02864583395421505,0.5416666666666666,1.0,,,,,,
02,3,b2p0_l2p0,f12,0,native_b,0.0,0.0,0.3333333333333333,0.02864583395421505,0.7083333333333334,1.0,,,,,,
02,3,b2p0_l2p0,f12,0,permuted,0.0,0.0,0.0,0.010416666977107525,0.25,1.0,,,,,,
02,3,b2p0_l2p0,f12,0,natural,0.0,0.0,0.08333333333333333,0.009114583022892475,0.20833333333333334,1.0,,,,,,
02,3,b2p0_l2p0,f12,0,fork_comparison,,,,,,,0.43776158608511445,0.5683723133688124,0.6026637771869469,0.4710563241767876,0.6102527178241797,0.6427773946211853
02,3,b2p0_l2p0,f12,1,native_a,0.0,0.0,0.2916666666666667,0.03125,0.625,1.0,,,,,,
02,3,b2p0_l2p0,f12,1,native_b,0.0,0.0,0.4583333333333333,0.0364583320915699,0.875,1.0,,,,,,
02,3,b2p0_l2p0,f12,1,permuted,0.0,0.0,0.041666666666666664,0.015625,0.4166666666666667,1.0,,,,,,
02,3,b2p0_l2p0,f12,1,natural,0.0,0.0,0.08333333333333333,0.0065104165114462376,0.20833333333333334,1.0,,,,,,
02,3,b2p0_l2p0,f12,1,fork_comparison,,,,,,,0.7607404221341959,0.6686482022659982,0.7336714212282883,0.5869781262801416,0.5885484354988225,0.6706626763929723
02,3,b4p0_l2p0,f12,0,native_a,0.0,0.0,0.5,0.0416666679084301,0.875,1.0,,,,,,
02,3,b4p0_l2p0,f12,0,native_b,0.0,0.0,0.625,0.0520833320915699,1.125,1.0,,,,,,
02,3,b4p0_l2p0,f12,0,permuted,0.0,0.0,0.16666666666666666,0.01953125,0.4583333333333333,1.0,,,,,,
02,3,b4p0_l2p0,f12,0,natural,0.0,0.0,0.041666666666666664,0.015625,0.4583333333333333,1.0,,,,,,
02,3,b4p0_l2p0,f12,0,fork_comparison,,,,,,,0.7067182096597596,0.756347236668549,0.7360996754724338,0.5858967281573644,0.6239096394074647,0.7173263547988477
02,3,b4p0_l2p0,f12,1,native_a,0.0,0.0,0.041666666666666664,0.0013020833721384406,0.041666666666666664,1.0,,,,,,
02,3,b4p0_l2p0,f12,1,native_b,0.0,0.0,0.08333333333333333,0.0026041667442768812,0.08333333333333333,1.0,,,,,,
02,3,b4p0_l2p0,f12,1,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,3,b4p0_l2p0,f12,1,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,3,b4p0_l2p0,f12,1,fork_comparison,,,,,,,0.611608769386576,0.6522411672604792,0.7401790310173418,0.5961908970607106,0.7012704688877939,0.7467807938502046
02,4,b1p0_l0p5,f12,0,native_a,0.0,0.0,0.125,0.00390625,0.125,1.0,,,,,,
02,4,b1p0_l0p5,f12,0,native_b,0.0,0.0,0.125,0.00390625,0.125,1.0,,,,,,
02,4,b1p0_l0p5,f12,0,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b1p0_l0p5,f12,0,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b1p0_l0p5,f12,0,fork_comparison,,,,,,,0.5304750900117156,0.5620393518624097,0.55175704987033,0.5311115577133055,0.5504003799687269,0.504293603072787
02,4,b1p0_l0p5,f12,1,native_a,0.0,0.0,0.20833333333333334,0.0065104165114462376,0.20833333333333334,1.0,,,,,,
02,4,b1p0_l0p5,f12,1,native_b,0.0,0.0,0.3333333333333333,0.010416666977107525,0.3333333333333333,1.0,,,,,,
02,4,b1p0_l0p5,f12,1,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b1p0_l0p5,f12,1,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b1p0_l0p5,f12,1,fork_comparison,,,,,,,0.4784171549818003,0.5763782086691598,0.6005595676332218,0.5068254521229922,0.6536922745683825,0.5263080544493718
02,4,b1p0_l1p0,f12,0,native_a,0.0,0.0,0.7916666666666666,0.02734375,0.875,1.0,,,,,,
02,4,b1p0_l1p0,f12,0,native_b,0.0,0.0,0.75,0.02473958395421505,0.7916666666666666,1.0,,,,,,
02,4,b1p0_l1p0,f12,0,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b1p0_l1p0,f12,0,natural,0.0,0.0,0.0,0.0013020833721384406,0.041666666666666664,1.0,,,,,,
02,4,b1p0_l1p0,f12,0,fork_comparison,,,,,,,0.6079291212773795,0.5316922811035377,0.5209351359566542,0.6315985210569076,0.5253922421459858,0.49562496145789164
02,4,b1p0_l1p0,f12,1,native_a,0.0,0.0,0.08333333333333333,0.0026041667442768812,0.08333333333333333,1.0,,,,,,
02,4,b1p0_l1p0,f12,1,native_b,0.0,0.0,0.16666666666666666,0.0052083334885537624,0.16666666666666666,1.0,,,,,,
02,4,b1p0_l1p0,f12,1,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b1p0_l1p0,f12,1,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b1p0_l1p0,f12,1,fork_comparison,,,,,,,0.5997984329143092,0.5635337602974052,0.48741893505335243,0.6420711525882276,0.5606907187839072,0.5597505299535693
02,4,b2p0_l2p0,f12,0,native_a,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b2p0_l2p0,f12,0,native_b,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b2p0_l2p0,f12,0,permuted,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b2p0_l2p0,f12,0,natural,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
02,4,b2p0_l2p0,f12,0,fork_comparison,,,,,,,0.5719552844948294,0.6177807631611861,0.5831271405354576,0.5289536900551256,0.5547042462654231,0.624623869937529
02,4,b2p0_l2p0,f12,1,native_a,0.0,0.0,0.20833333333333334,0.0078125,0.25,1.0,,,,,,
02,4,b2p0_l2p0,f12,1,native_b,0.0,0.0,0.25,0.009114583022892475,0.2916666666666667,1.0,,,,,,
