rule,notation,strict,break_by_8,median_gen_sweeps,mean_survival,library_size,in_band,support_masks,n_futures,total_sweeps
93042,B13568/S14568,0.0,0.00390625,11.5,32.0,1,False,30288,256,89330
95047,B14568/S01268,0.0,0.0,8.0,32.0,0,False,,256,53691
96500,B34568/S24567,0.0,0.015625,19.5,23.25,1,False,29760,256,78374
102506,B478/S1356,0.0,0.0,64.0,0.0,0,False,,256,16384
102583,B478/S012457,0.0,0.0,64.0,0.3359375,0,False,,256,18620
103018,B1478/S1356,0.0,0.0,12.0,32.0,0,False,,256,90253
104262,B12478/S1268,0.0,0.00390625,8.0,32.0,1,False,31391,256,57789
104795,B3478/S013468,0.0,0.26953125,17.5,31.25,1,False,32628,256,82247
112139,B124578/S013,0.0,0.0703125,7.5,32.0,3,False,30427|30943|31951,256,49652
112267,B124578/S0137,0.0,0.0859375,8.0,32.0,2,False,24223|30427,256,50452
115176,B678/S35678,0.0,0.0,64.0,0.0,0,False,,256,16384
115596,B1678/S2378,0.0,0.0,19.0,32.0,0,False,,256,152373
117208,B3678/S34678,0.0,0.078125,64.0,1.3984375,2,False,29835|29899,256,22762
117216,B3678/S5678,0.0,0.0,64.0,1.08984375,0,False,,256,27758
117224,B3678/S35678,0.0,0.0,64.0,0.00390625,0,False,,256,16421
117225,B3678/S035678,0.0,0.0,64.0,0.02734375,0,False,,256,16651
117228,B3678/S235678,0.0,0.0,64.0,0.05859375,0,False,,256,17199
117736,B13678/S35678,0.0,0.1640625,13.0,0.91796875,6,False,23759|27851|29391|29786|29899|29904,256,19555
118978,B4678/S167,0.0,0.0,64.0,0.0,0,False,,256,16384
119272,B4678/S35678,0.0,0.0,64.0,0.0,0,False,,256,16384
119874,B24678/S16,0.0,0.0,9.5,32.0,0,False,,256,58354
120002,B24678/S167,0.0,0.0,10.0,32.0,0,False,,256,58359
120258,B24678/S1678,0.0,0.125,12.0,32.0,1,False,2751,256,58537
121893,B234678/S025,0.0,0.0,8.5,32.0,0,False,,256,49863
123788,B15678/S2378,0.0,0.0,14.0,32.0,0,False,,256,108217
124592,B125678/S457,0.0,0.05859375,9.5,32.0,2,False,32372|32596,256,68418
124593,B125678/S0457,0.0,0.04296875,9.5,32.0,4,False,32340|32341|32372|32596,256,68670
124594,B125678/S1457,0.0,0.05078125,9.5,32.0,2,False,32340|32372,256,70337
124812,B125678/S2378,0.0,0.0078125,9.5,32.0,1,False,19391,256,68127
125408,B35678/S5678,0.0,0.0,64.0,0.0,0,False,,256,16384
126640,B1235678/S457,0.0078125,0.21484375,8.5,31.8359375,3,True,31828|32324|32336,256,65242
130053,B2345678/S02,0.0,0.0,8.0,32.0,0,False,,256,41729
130085,B2345678/S025,0.0,0.00390625,8.0,32.0,1,False,32340,256,44934
130213,B2345678/S0257,0.0,0.00390625,8.0,32.0,1,False,32368,256,49698
