researchStepId,repetitionId,matrixIndex,splitRole,testSeed128,validationSeed128,modelSeedBase,modelSeedCandidate02,modelSeedCandidate03,bootstrapSeed128,candidateFeatureModePairing,outcomeStratified
S16,0,45,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,46,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,47,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,48,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,49,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,50,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,51,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,52,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,53,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,54,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,55,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,56,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,57,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,58,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,59,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,60,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,61,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,62,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,63,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,64,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,65,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,66,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,67,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,68,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,69,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,70,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,71,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,72,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,73,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,74,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,75,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,76,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,77,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,78,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,79,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,80,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,81,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,82,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,83,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,84,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,85,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,86,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,87,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,88,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,89,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,90,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,91,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,92,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,93,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,94,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,95,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,96,FIT,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,97,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,98,TEST,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,0,99,VALIDATION,304751720495165974207191749349797001775,22744371319723936588314843478205415178,3492374802122953499,5481665380102598018,6144324987539725998,290548218932931353647064484340130044026,True,False
S16,1,0,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,1,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,2,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,3,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,4,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,5,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,6,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,7,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,8,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,9,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,10,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,11,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,12,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,13,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,14,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,15,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,16,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,17,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,18,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,19,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,20,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,21,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,22,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,23,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,24,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,25,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,26,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,27,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,28,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,29,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,30,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,31,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,32,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,33,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,34,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,35,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,36,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,37,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,38,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,39,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,40,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,41,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,42,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,43,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,44,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,45,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,46,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,47,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,48,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,49,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,50,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,51,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,52,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,53,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,54,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,55,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,56,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,57,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,58,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,59,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,60,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,61,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,62,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,63,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,64,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,65,TEST,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,66,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,67,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,68,FIT,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
S16,1,69,VALIDATION,278731831452876579278263063365238900980,39356184131002225273425556123683303172,6381399849953914079,310195306391848914,6951079040372609013,217145832043297890955902483594975634573,True,False
