cohort,role,implementation,candidate,selected,lag,c_value,mean_log_loss,fold_1_log_loss,fold_2_log_loss,fold_3_log_loss,fold_4_log_loss,fold_5_log_loss
codex_primary,primary,independent_test_1_codex,03,False,5,10.0,0.5549449958305088,0.5567490281243149,0.5959092071159879,0.5481494927963133,0.5753572840149473,0.4985599671009806
codex_primary,primary,independent_test_1_codex,03,False,10,0.01,0.5504570208699876,0.5543521603601443,0.593389071368095,0.5431245755275493,0.571699582484105,0.4897197146100444
codex_primary,primary,independent_test_1_codex,03,False,10,0.1,0.5505884551867322,0.5547628835073429,0.5936820560995364,0.5427964563836292,0.5719813516856306,0.4897195282575215
codex_primary,primary,independent_test_1_codex,03,False,10,1.0,0.5506073850585919,0.5548112192260674,0.5937195093536073,0.5427651353766034,0.572018386088692,0.48972267524798974
codex_primary,primary,independent_test_1_codex,03,False,10,10.0,0.5506094143743634,0.5548161331182597,0.5937237216679874,0.5427620078509718,0.572022193140659,0.4897230160939386
codex_primary,primary,independent_test_1_codex,03,True,20,0.01,0.5463174418360283,0.5547757377138295,0.5935395888727328,0.5381630102838488,0.5622410785239919,0.482867793785738
codex_primary,primary,independent_test_1_codex,03,False,20,0.1,0.5467027807543428,0.5554511822750162,0.5944744015832374,0.5383496601920656,0.5621052185955481,0.48313344112584644
codex_primary,primary,independent_test_1_codex,03,False,20,1.0,0.5467578508832218,0.5555522454216075,0.5945864553144634,0.5383829448221769,0.5620967042805244,0.48317090457733713
codex_primary,primary,independent_test_1_codex,03,False,20,10.0,0.5467636873089423,0.5555634289180618,0.5945979446217151,0.538386351516107,0.5620959171756248,0.4831747943132023
codex_primary,primary,independent_test_1_codex,03,False,40,0.01,0.5470704604587631,0.5539589280191948,0.5936500279160007,0.5402267679257533,0.5640654851831256,0.4834510932497414
codex_primary,primary,independent_test_1_codex,03,False,40,0.1,0.5466339902280241,0.554622461504352,0.5941978389718959,0.5377647006931465,0.5646438443685543,0.48194110560217135
codex_primary,primary,independent_test_1_codex,03,False,40,1.0,0.5478583150599939,0.557659328038826,0.5955342536360955,0.5371339194107273,0.5670907900998914,0.48187328411442965
codex_primary,primary,independent_test_1_codex,03,False,40,10.0,0.5483299356731722,0.5587602065606248,0.5959459139794928,0.5370288465109728,0.5679836491307654,0.48193106218400517
codex_primary,primary,independent_test_1_codex,03,False,100,0.01,0.5495046364639478,0.5559887002609786,0.5957260437952708,0.5445159554740182,0.5653333937594719,0.4859590890299994
codex_primary,primary,independent_test_1_codex,03,False,100,0.1,0.5498445747117569,0.5576317257357537,0.5967200313573846,0.5439921281717667,0.5673619440686604,0.4835170442252194
codex_primary,primary,independent_test_1_codex,03,False,100,1.0,0.5542976722075038,0.5643455389163148,0.6002236261679136,0.5468989401318766,0.5763057591574193,0.4837144966639954
codex_primary,primary,independent_test_1_codex,03,False,100,10.0,0.5584134528791159,0.5685591658983505,0.6041991491388315,0.5487555776047769,0.5847390928013677,0.48581427895225276
fable_primary,primary,independent_test_2_fable,02,False,5,0.01,0.5627233888684146,0.5449967439706757,0.5676299700691674,0.5784346459302261,0.5554376660195994,0.5671179183524044
fable_primary,primary,independent_test_2_fable,02,False,5,0.1,0.5625664931605104,0.5446456131939952,0.5667598589543789,0.5789821828115741,0.5550822000891172,0.5673626107534868
fable_primary,primary,independent_test_2_fable,02,False,5,1.0,0.5625591679504021,0.544621192262844,0.5666288728305443,0.5790524744613741,0.5550585039210009,0.5674347962762469
fable_primary,primary,independent_test_2_fable,02,False,5,10.0,0.5625760039788145,0.5446193159105922,0.5666670064268204,0.5790773569925933,0.555069643488709,0.5674466970753572
fable_primary,primary,independent_test_2_fable,02,False,10,0.01,0.5602879901336512,0.5422862209179015,0.5642839811132119,0.5763569685537917,0.5531578883687129,0.5653548917146379
fable_primary,primary,independent_test_2_fable,02,False,10,0.1,0.5597093817889771,0.5413166985401884,0.5626034795059647,0.576640981810772,0.5523876443081758,0.5655981047797847
fable_primary,primary,independent_test_2_fable,02,False,10,1.0,0.5597068954630775,0.5412320552396882,0.5623782658417634,0.5768030436965447,0.5523680433508307,0.5657530691865605
fable_primary,primary,independent_test_2_fable,02,False,10,10.0,0.5597176611234268,0.5411740649910646,0.5623411634527269,0.5768004704255175,0.5523758475348598,0.5658967592129653
fable_primary,primary,independent_test_2_fable,02,False,20,0.01,0.5579887982198413,0.5397588465400176,0.562228229901401,0.5732843102520768,0.551354294635743,0.5633183097699678
fable_primary,primary,independent_test_2_fable,02,False,20,0.1,0.5568358087768793,0.5378768398848004,0.5594597639408451,0.5725821353293676,0.5507190761495807,0.563541228579803
fable_primary,primary,independent_test_2_fable,02,False,20,1.0,0.5568572583920397,0.5377902448017662,0.5591941079396974,0.5726682250632221,0.5508441988455766,0.5637895153099365
fable_primary,primary,independent_test_2_fable,02,False,20,10.0,0.5568440789384826,0.5377971657459314,0.5591806450872431,0.5726477240369536,0.5508227858875931,0.5637720739346922
fable_primary,primary,independent_test_2_fable,02,False,40,0.01,0.5565647153587132,0.5383215429440199,0.5609977629517261,0.5716687612437741,0.5502635217882472,0.5615719878657985
fable_primary,primary,independent_test_2_fable,02,True,40,0.1,0.5549509551401932,0.536198187645307,0.557678128120714,0.5708622021728051,0.5488837643085591,0.5611324934535808
fable_primary,primary,independent_test_2_fable,02,False,40,1.0,0.5549588224579797,0.5361012277527125,0.5572336753560642,0.5712035884459448,0.5488375595858221,0.5614180611493546
fable_primary,primary,independent_test_2_fable,02,False,40,10.0,0.5549646890468393,0.5360439285204317,0.5571843643737264,0.5712490687855659,0.548844869414208,0.561501214140264
fable_primary,primary,independent_test_2_fable,02,False,100,0.01,0.5569116008070734,0.537988952468949,0.5617676323411412,0.5731205759326214,0.5499040987955107,0.5617767444971443
fable_primary,primary,independent_test_2_fable,02,False,100,0.1,0.5553436723001639,0.5357913404376752,0.5584635745642541,0.5726867966099005,0.5484273199072867,0.5613493299817035
fable_primary,primary,independent_test_2_fable,02,False,100,1.0,0.5555629739667862,0.5357721520306462,0.5582938291744147,0.5730482691959414,0.5485944373161729,0.5621061821167558
fable_primary,primary,independent_test_2_fable,02,False,100,10.0,0.5556136233227021,0.5357099925498445,0.5583244882956507,0.57323059093161,0.5486217242877096,0.562181320548696
fable_primary,primary,independent_test_2_fable,03,False,5,0.01,0.569350982077638,0.5823127506146989,0.560206071340081,0.5644402314869923,0.5764352850854562,0.5633605718609616
fable_primary,primary,independent_test_2_fable,03,False,5,0.1,0.5690476156424691,0.5821165550561211,0.5602346462454155,0.5639241172987871,0.5759705757995583,0.5629921838124639
fable_primary,primary,independent_test_2_fable,03,False,5,1.0,0.5690520787943563,0.582131552499805,0.5602911987937403,0.5639067200234398,0.5759463428861807,0.5629845797686155
fable_primary,primary,independent_test_2_fable,03,False,5,10.0,0.5690430452825536,0.5821339924956387,0.5602958374811136,0.563901969659934,0.5759302715766247,0.5629531551994567
fable_primary,primary,independent_test_2_fable,03,False,10,0.01,0.5664052434954276,0.5793228934571489,0.5581833640038105,0.5619594070095004,0.5720576404906749,0.5605029125160037
fable_primary,primary,independent_test_2_fable,03,False,10,0.1,0.565588819692354,0.5787866966435642,0.5584027037450334,0.5608030925327053,0.5701843913942631,0.5597672141462039
fable_primary,primary,independent_test_2_fable,03,False,10,1.0,0.5655969669834155,0.5788307464689793,0.5586447930925469,0.560720485694305,0.5700339384428741,0.5597548712183726
fable_primary,primary,independent_test_2_fable,03,False,10,10.0,0.5655793579087105,0.5788483070712176,0.5586832429416198,0.5606893674215433,0.5699213345019464,0.5597545376072252
fable_primary,primary,independent_test_2_fable,03,False,20,0.01,0.5641015661319019,0.5779833602355955,0.557573028148425,0.5590511975193041,0.5687306994436754,0.5571695453125095
fable_primary,primary,independent_test_2_fable,03,False,20,0.1,0.5627701319564029,0.5780114277088886,0.5583322613163079,0.5568743931988479,0.5656822551931225,0.554950322364848
fable_primary,primary,independent_test_2_fable,03,False,20,1.0,0.5627570743133911,0.5783263170049316,0.5587228024543576,0.5566783736991013,0.5654239639263763,0.5546339144821886
fable_primary,primary,independent_test_2_fable,03,False,20,10.0,0.5627508843112542,0.578376070005324,0.5587716182597872,0.5566386459000019,0.5653142929638292,0.5546537944273291
fable_primary,primary,independent_test_2_fable,03,False,40,0.01,0.5636055389016089,0.5775546149567939,0.5584769212793865,0.5577529905749369,0.5682159140525155,0.5560272536444117
fable_primary,primary,independent_test_2_fable,03,True,40,0.1,0.5623852322894631,0.5780945638005295,0.559397601334108,0.5554179804388301,0.5653003805400465,0.5537156353338021
fable_primary,primary,independent_test_2_fable,03,False,40,1.0,0.562508796691275,0.5784823165759893,0.5600456791848267,0.5552867001672417,0.5652344139421845,0.5534948735861331
fable_primary,primary,independent_test_2_fable,03,False,40,10.0,0.5625428939779891,0.5786001406013405,0.5601368201768104,0.555274430859055,0.5652259548794033,0.5534771233733361
fable_primary,primary,independent_test_2_fable,03,False,100,0.01,0.5642178584513091,0.5782324356433142,0.5587844240766713,0.5579864082638495,0.5689273566009733,0.5571586676717377
fable_primary,primary,independent_test_2_fable,03,False,100,0.1,0.5631629659627236,0.5790490441579005,0.5603564712392938,0.555576439422,0.566158449394323,0.5546744256001014
fable_primary,primary,independent_test_2_fable,03,False,100,1.0,0.5635836212602265,0.5799559251205775,0.5616146594658317,0.5555591620285864,0.5664139850060804,0.5543743746800565
fable_primary,primary,independent_test_2_fable,03,False,100,10.0,0.5635538358979388,0.5800544097504904,0.5616643222764356,0.5555713433824939,0.566088748419401,0.554390355660874
codex_headline,secondary_headline,independent_test_1_codex,02,False,5,0.01,0.5195729179985185,0.5910051265418563,0.48995181369752727,0.527810654455592,0.46065322004884823,0.5284437752487678
codex_headline,secondary_headline,independent_test_1_codex,02,False,5,0.1,0.5228699795355787,0.6041581082494242,0.48813095303889165,0.5267149086387813,0.4669835059753479,0.5283624217754482
codex_headline,secondary_headline,independent_test_1_codex,02,False,5,1.0,0.5238922401677939,0.6075709028584668,0.48792331004973166,0.5265418726394243,0.4689373294932387,0.5284877857981083
codex_headline,secondary_headline,independent_test_1_codex,02,False,5,10.0,0.5251731416382036,0.6128150079677062,0.4878777502568391,0.526524131939257,0.47014581867148253,0.5285029993557329
codex_headline,secondary_headline,independent_test_1_codex,02,True,10,0.01,0.5120578882005343,0.5869493032812848,0.4818495534548946,0.5237485287694632,0.4521773060132309,0.515564749483798
codex_headline,secondary_headline,independent_test_1_codex,02,False,10,0.1,0.5170034924994431,0.6054310104923539,0.4792986574460224,0.5283543705005067,0.4597961365307768,0.5121372875275555
codex_headline,secondary_headline,independent_test_1_codex,02,False,10,1.0,0.5185490851206245,0.610558616188573,0.4788299491766441,0.5294791177461107,0.46224241012893874,0.5116353323628562
codex_headline,secondary_headline,independent_test_1_codex,02,False,10,10.0,0.5195391040598999,0.6147486389565116,0.478383582526852,0.5296051631670542,0.4636300391589817,0.5113280964901001
codex_headline,secondary_headline,independent_test_1_codex,02,False,20,0.01,0.5141492640507478,0.5935900780685541,0.4743969487954839,0.5222453658601106,0.4745480878106898,0.5059658397189002
codex_headline,secondary_headline,independent_test_1_codex,02,False,20,0.1,0.5356971702839277,0.6353448897098993,0.48149181993125134,0.5348587133632852,0.5067641327817419,0.5200262956334609
codex_headline,secondary_headline,independent_test_1_codex,02,False,20,1.0,0.543349264263409,0.6521293768126821,0.4845530492502972,0.5382686380385422,0.5160114375081966,0.525783819707327
codex_headline,secondary_headline,independent_test_1_codex,02,False,20,10.0,0.5442404700544834,0.6528053671006151,0.48375078200859856,0.5385661980621934,0.5160983687695548,0.5299816343314551
codex_headline,secondary_headline,independent_test_1_codex,02,False,40,0.01,0.5189938253699692,0.5948022144527397,0.4770950545685966,0.5355014731048235,0.47417791325418757,0.5133924714694987
codex_headline,secondary_headline,independent_test_1_codex,02,False,40,0.1,0.5451480284955668,0.6383719714041624,0.4935893872532603,0.5654069980300488,0.49471525749247514,0.5336565282978871
codex_headline,secondary_headline,independent_test_1_codex,02,False,40,1.0,0.5608170410917068,0.6822104896489016,0.5206655856076713,0.5630089714255486,0.5023641084189201,0.535836050357493
codex_headline,secondary_headline,independent_test_1_codex,02,False,40,10.0,0.5976778065021142,0.784017557359922,0.5649073534849542,0.5494847579927816,0.5277674795223779,0.5622118841505358
codex_headline,secondary_headline,independent_test_1_codex,02,False,100,0.01,0.5201201125708576,0.5988113740878236,0.4752566861162584,0.5383361645207995,0.47157108555769095,0.5166252525717151
codex_headline,secondary_headline,independent_test_1_codex,02,False,100,0.1,0.5903336328173114,0.6729343252388433,0.5326946248662958,0.6067636693457577,0.5472074500819039,0.5920680945537564
codex_headline,secondary_headline,independent_test_1_codex,02,False,100,1.0,0.7781162098400433,0.9372224652416999,0.7852104834626074,0.7117271626637304,0.6823295523126823,0.7740913855194964
codex_headline,secondary_headline,independent_test_1_codex,02,False,100,10.0,1.1010638611842254,1.251698464212112,1.396043265368165,0.8780063397670389,0.8049944313879335,1.1745768051858771
codex_headline,secondary_headline,independent_test_1_codex,03,True,5,0.01,0.5322037750955995,0.5815053283308671,0.5262381188983369,0.559502432379315,0.4961329259811841,0.497640069888294
codex_headline,secondary_headline,independent_test_1_codex,03,False,5,0.1,0.5339585329989378,0.5925395376970803,0.5272522308286589,0.5602773389128124,0.49429649413479415,0.4954270634213433
codex_headline,secondary_headline,independent_test_1_codex,03,False,5,1.0,0.5343383263838513,0.5941922774018413,0.5275577967461847,0.5603916001415922,0.49418456876205175,0.49536538886758674
codex_headline,secondary_headline,independent_test_1_codex,03,False,5,10.0,0.5343801978276757,0.594365935572035,0.5275951963394157,0.560403712807589,0.494174565853883,0.4953615785654554
codex_headline,secondary_headline,independent_test_1_codex,03,False,10,0.01,0.5325728368852665,0.5919984640480214,0.5223007590630437,0.5586751399998592,0.49672847035353157,0.49316135096187635
codex_headline,secondary_headline,independent_test_1_codex,03,False,10,0.1,0.5350077314871754,0.6017380688152141,0.526266409871787,0.5614506714245354,0.4956860281309031,0.489897479193438
codex_headline,secondary_headline,independent_test_1_codex,03,False,10,1.0,0.5356754033310767,0.6031470514396327,0.5274762034168182,0.5622472614774592,0.4957565527911257,0.4897499475303473
codex_headline,secondary_headline,independent_test_1_codex,03,False,10,10.0,0.5357343679862073,0.6032931996277503,0.5276111933983874,0.5623465114559579,0.4956754217305698,0.4897455137183714
codex_headline,secondary_headline,independent_test_1_codex,03,False,20,0.01,0.5336533271298329,0.603914683574455,0.5354395010290102,0.5487726988717847,0.4976624458043622,0.48247730636955255
codex_headline,secondary_headline,independent_test_1_codex,03,False,20,0.1,0.5401663607628622,0.6244549062535016,0.5363843766248506,0.5533982851851705,0.5033132255188428,0.4832810102319458
codex_headline,secondary_headline,independent_test_1_codex,03,False,20,1.0,0.5424757020461268,0.6295849818883991,0.5377148574476152,0.5554363277359636,0.5052049862828893,0.4844373568757675
codex_headline,secondary_headline,independent_test_1_codex,03,False,20,10.0,0.5427525470047516,0.6301493761915935,0.5379022039113524,0.5556962884681538,0.5054324166926544,0.484582449760004
codex_headline,secondary_headline,independent_test_1_codex,03,False,40,0.01,0.5441638100295193,0.6218698650875958,0.5543576158634356,0.5514762909425113,0.49983048861867874,0.4932847896353749
codex_headline,secondary_headline,independent_test_1_codex,03,False,40,0.1,0.5649765233148327,0.6604465870239549,0.5616503378542033,0.5779357027326248,0.5159168028123652,0.5089331861510155
codex_headline,secondary_headline,independent_test_1_codex,03,False,40,1.0,0.5793030313533791,0.6839616441790183,0.5650696627394095,0.5865913249275235,0.5446688766277213,0.5162236482932229
codex_headline,secondary_headline,independent_test_1_codex,03,False,40,10.0,0.6096698164596555,0.7296303747487056,0.5977146948306935,0.5995887007126238,0.5775427158663768,0.5438725961398775
codex_headline,secondary_headline,independent_test_1_codex,03,False,100,0.01,0.5465840157622742,0.6351526982167317,0.5589686721480291,0.5492059025058555,0.49579431027178755,0.49379849566896716
codex_headline,secondary_headline,independent_test_1_codex,03,False,100,0.1,0.6253821409097698,0.8000461285140392,0.6440043630544856,0.6236063053384194,0.5405877448508107,0.518666162791094
codex_headline,secondary_headline,independent_test_1_codex,03,False,100,1.0,0.8313328663472372,1.12966261244159,0.8569765050188906,0.8093554783311283,0.7570614157889946,0.6036083201555826
codex_headline,secondary_headline,independent_test_1_codex,03,False,100,10.0,1.098467813835169,1.493772250436454,1.2623110966890332,0.996501195057079,1.004312472074451,0.7354420549188275
fable_headline,secondary_headline,independent_test_2_fable,02,False,5,0.01,0.5442426636291791,0.5490952724142041,0.47880861350164494,0.6549543563578999,0.6237504099008206,0.4146046659713258
fable_headline,secondary_headline,independent_test_2_fable,02,True,5,0.1,0.5424562371775741,0.542600311267529,0.4775127486342099,0.6562869833562227,0.6342960738133946,0.401585068816514
fable_headline,secondary_headline,independent_test_2_fable,02,False,5,1.0,0.543179568341916,0.539327965429555,0.47918303199874496,0.6612706402300272,0.6386210344241711,0.39749516962708176
fable_headline,secondary_headline,independent_test_2_fable,02,False,5,10.0,0.544235764971128,0.5390498519238227,0.47961528438336115,0.6627870454407262,0.6407808629708669,0.3989457801368633
fable_headline,secondary_headline,independent_test_2_fable,02,False,10,0.01,0.5452953946411185,0.5487465196846987,0.48099812262603775,0.6573766598647339,0.6234761295306245,0.415879541499498
fable_headline,secondary_headline,independent_test_2_fable,02,False,10,0.1,0.5426746947783281,0.5377838291030765,0.479405230226663,0.6570806628037302,0.6353387916440755,0.4037649601140951
fable_headline,secondary_headline,independent_test_2_fable,02,False,10,1.0,0.5436726828517814,0.5314088055054504,0.48161042100873014,0.6665130272143954,0.6394661699964315,0.39936499053389934
fable_headline,secondary_headline,independent_test_2_fable,02,False,10,10.0,0.5454499328717658,0.5303460057703545,0.48263137360982983,0.6721402051411197,0.6413177356640923,0.40081434417343226
fable_headline,secondary_headline,independent_test_2_fable,02,False,20,0.01,0.5463985362563734,0.5457421043785572,0.4802501591780645,0.651713705992346,0.643895430165106,0.4103912815677933
fable_headline,secondary_headline,independent_test_2_fable,02,False,20,0.1,0.5446999190788938,0.5344777876490722,0.48306118278613397,0.6530180341038712,0.6538733466011751,0.3990692442542166
fable_headline,secondary_headline,independent_test_2_fable,02,False,20,1.0,0.5460502005284852,0.5264584065695772,0.48750985126297314,0.6646523090203338,0.6540861763466498,0.39754425944289173
fable_headline,secondary_headline,independent_test_2_fable,02,False,20,10.0,0.5479853622233798,0.5250431313673795,0.4898446490567185,0.6709812903508984,0.6544785370302166,0.39957920331168617
fable_headline,secondary_headline,independent_test_2_fable,02,False,40,0.01,0.5531703465679467,0.5453286495083131,0.47927284703889567,0.673575698516932,0.6538046417483767,0.4138698960272162
fable_headline,secondary_headline,independent_test_2_fable,02,False,40,0.1,0.5583930366312962,0.5315906868219279,0.4862928502131899,0.6869748117746695,0.6818168324330685,0.40529000191362546
fable_headline,secondary_headline,independent_test_2_fable,02,False,40,1.0,0.5656449492135395,0.5263828513403147,0.4924064001139754,0.7062489278795444,0.6953494799455836,0.4078370867882794
fable_headline,secondary_headline,independent_test_2_fable,02,False,40,10.0,0.5734361060684117,0.5320049489282255,0.49650203010724814,0.716500719634126,0.7111807394781493,0.4109920921943093
fable_headline,secondary_headline,independent_test_2_fable,02,False,100,0.01,0.5777303051846084,0.5436908871624503,0.4835251762015192,0.727380318086691,0.7036499997034407,0.43040514476894126
fable_headline,secondary_headline,independent_test_2_fable,02,False,100,0.1,0.6005084758058606,0.5296803208506448,0.49627390892510026,0.7721452674219814,0.7620811603652936,0.44236172146628294
fable_headline,secondary_headline,independent_test_2_fable,02,False,100,1.0,0.6186764754582665,0.5332084402525709,0.5095593294185342,0.8108224328894938,0.7878940829200061,0.45189809181072765
fable_headline,secondary_headline,independent_test_2_fable,02,False,100,10.0,0.6495848330555799,0.5743167548979571,0.5298846036263894,0.8526270654888861,0.8289708788307911,0.4621248624338759
fable_headline,secondary_headline,independent_test_2_fable,03,False,5,0.01,0.5404960858546092,0.6578364133301133,0.47623880855841083,0.5515613581397928,0.6187455691097739,0.39809828013495546
fable_headline,secondary_headline,independent_test_2_fable,03,True,5,0.1,0.5369485786213418,0.662603387156621,0.46402998709894694,0.5483683480829142,0.6288792447329782,0.3808619260352489
fable_headline,secondary_headline,independent_test_2_fable,03,False,5,1.0,0.5374073834280171,0.6694717744851553,0.4609349115991818,0.5485304472005469,0.6338183137014355,0.3742814701537659
fable_headline,secondary_headline,independent_test_2_fable,03,False,5,10.0,0.5373415344436079,0.671157950204205,0.4605224281978602,0.5484053183597576,0.6346829733089738,0.3719390021472428
fable_headline,secondary_headline,independent_test_2_fable,03,False,10,0.01,0.5415915501420752,0.6589247345423518,0.47805624941630315,0.5540206109274363,0.6203475617807083,0.39660859404357607
fable_headline,secondary_headline,independent_test_2_fable,03,False,10,0.1,0.5378246245179621,0.6633498639203758,0.4641762861630761,0.5521137806591786,0.6328921822505617,0.3765910095966184
fable_headline,secondary_headline,independent_test_2_fable,03,False,10,1.0,0.5384775849202093,0.6728541715091088,0.4569633662581483,0.5551875734892321,0.6406194747914771,0.36676333855308
fable_headline,secondary_headline,independent_test_2_fable,03,False,10,10.0,0.539128629237017,0.6766540193852832,0.4550873407190519,0.5569026844098878,0.6429301628706916,0.36406893880017077
fable_headline,secondary_headline,independent_test_2_fable,03,False,20,0.01,0.5426206069541831,0.6612706441126254,0.4784368011950983,0.547876444381873,0.6266823292415835,0.3988368158397357
fable_headline,secondary_headline,independent_test_2_fable,03,False,20,0.1,0.5396642382915395,0.6704013749127516,0.46574779625697765,0.5479167255241119,0.6367152643611512,0.37754003040270495
fable_headline,secondary_headline,independent_test_2_fable,03,False,20,1.0,0.5415804097970879,0.6894863407616434,0.45971950101004067,0.5536534859776618,0.6387863237278849,0.3662563975082087
fable_headline,secondary_headline,independent_test_2_fable,03,False,20,10.0,0.5437757496686155,0.6987086395113936,0.4593188843043409,0.5566769022764751,0.6395750371449984,0.3645992851058697
fable_headline,secondary_headline,independent_test_2_fable,03,False,40,0.01,0.544241609766461,0.6554474452638605,0.47800525913958264,0.5644984562676417,0.6316870459932864,0.3915698421679338
fable_headline,secondary_headline,independent_test_2_fable,03,False,40,0.1,0.5435751726496196,0.665710097518783,0.46558628328635815,0.5617861384516076,0.6575061879636895,0.36728715602765977
fable_headline,secondary_headline,independent_test_2_fable,03,False,40,1.0,0.5482769782413431,0.6931533121930484,0.4575545979067614,0.5574912141383247,0.6742180605265419,0.35896770644203924
fable_headline,secondary_headline,independent_test_2_fable,03,False,40,10.0,0.5581686234821683,0.722789754132776,0.45941414683786663,0.5575520368357766,0.6884728161830421,0.36261436342138026
fable_headline,secondary_headline,independent_test_2_fable,03,False,100,0.01,0.5550185556649648,0.6662892818079494,0.49850605381956803,0.5596248386447095,0.6529358251323645,0.3977367789202322
fable_headline,secondary_headline,independent_test_2_fable,03,False,100,0.1,0.5626315566194734,0.6858175728760298,0.49368944386234087,0.5562696691343375,0.6955322619752803,0.3818488352493782
fable_headline,secondary_headline,independent_test_2_fable,03,False,100,1.0,0.5742413048786754,0.7261766326310272,0.49238403167492506,0.5559207390896349,0.7177673608685798,0.3789577601292104
fable_headline,secondary_headline,independent_test_2_fable,03,False,100,10.0,0.5969581198203334,0.7699707383751825,0.5042052153459787,0.5680606095108411,0.7464489309278671,0.3961051049417976
