candidate,matrix_id,grid_id,beta_multiplier,leave_multiplier,kind,arm,occupancy,maximum_residence,completion,same_static_f8,cross_static_f8,same_phase_f8,cross_phase_f8,capture_f8,static_signal_f8,phase_signal_f8,same_static_f16,cross_static_f16,same_phase_f16,cross_phase_f16,capture_f16,static_signal_f16,phase_signal_f16,same_static_f32,cross_static_f32,same_phase_f32,cross_phase_f32,capture_f32,static_signal_f32,phase_signal_f32
02,0,b2p0_l2p0,2.0,2.0,strict_extension,quench_wave,0.81298828125,14.578125,1.0,0.857484330393061,0.8828883113155345,0.9181370873896517,0.9178208153530654,0.234375,-0.025403980922473424,0.0003162720365863514,0.8770623585333138,0.8606963084698138,0.8949233812408068,0.8977934422764442,0.125,0.016366050063500004,-0.0028700610356373613,0.893168571526904,0.8643507341635506,0.8844827605618019,0.8798231323653527,0.140625,0.028817837363353416,0.0046596281964491615
02,0,b2p0_l2p0,2.0,2.0,strict_extension,quench_static,0.88037109375,17.578125,1.0,0.898034999312181,0.8984437900804048,0.9198043388884082,0.9266554362760182,0.234375,-0.0004087907682237546,-0.006851097387610028,0.8399338345573439,0.8753196308222789,0.8975273701832014,0.9008391623820587,0.171875,-0.03538579626493499,-0.003311792198857355,0.9004848008350317,0.8508678472369082,0.920478144187462,0.9312990599672437,0.171875,0.04961695359812346,-0.010820915779781726
02,0,b2p0_l2p0,2.0,2.0,strict_extension,quench_shuffled,0.787109375,14.9375,1.0,0.8633408729583227,0.8654134561816904,0.9127828305920501,0.9355495098307124,0.234375,-0.0020725832233676744,-0.02276667923866227,0.800321933559955,0.7793631206679641,0.8502796367070118,0.8389261742763239,0.171875,0.020958812891990863,0.01135346243068791,0.9052741705396772,0.9071693334919491,0.91398854206173,0.9060839409879482,0.390625,-0.0018951629522718783,0.00790460107378177
02,0,b2p0_l2p0,2.0,2.0,strict_extension,quench_phase_pi,0.80419921875,13.953125,1.0,0.8537975938950026,0.8523686972418278,0.926117319210445,0.9207475852112033,0.25,0.0014288966531748049,0.005369733999241788,0.8867640530732583,0.8934882415484968,0.8759982542703612,0.8829560220835907,0.125,-0.0067241884752384795,-0.006957767813229543,0.9348500413422116,0.9080999681892965,0.8965813133682281,0.9028111474545994,0.140625,0.02675007315291511,-0.006229834086371344
02,0,b2p0_l2p0,2.0,2.0,strict_extension,pulse_release,0.767578125,14.765625,1.0,0.9070719843382776,0.8996869010752848,0.930972668890744,0.9398075553385673,0.125,0.007385083262992809,-0.008834886447823265,0.8055545325073017,0.8310814739806203,0.8272940921287979,0.828263971542273,0.078125,-0.025526941473318576,-0.0009698794134751498,0.8771812104191006,0.8891536196196539,0.8637008195160142,0.868692670841797,0.3125,-0.011972409200553313,-0.004991851325782837
02,0,b2p0_l2p0,2.0,2.0,f12_only,control,0.60693359375,8.34375,1.0,0.810681685493053,0.7958259610226737,0.7803367709182243,0.7044526999040666,0.0,0.014855724470379306,0.07588407101415773,0.8358218617434303,0.8489657044842166,0.8525890744068652,0.8458228844974109,0.0625,-0.013143842740786282,0.006766189909454212,0.8557834157769855,0.8585992537298363,0.8676310643663867,0.8544615585903452,0.046875,-0.002815837952850786,0.013169505776041479
02,0,b2p0_l2p0,2.0,2.0,f12_only,quench,0.623046875,10.765625,1.0,0.7781284953597589,0.7815252597917952,0.7944037443982352,0.6758937886240277,0.140625,-0.003396764432036292,0.11850995577420753,0.8010709269214699,0.8319386200614213,0.8287233316789895,0.8655352052542771,0.125,-0.030867693139951413,-0.03681187357528759,0.8291070165197001,0.8547782722617844,0.8282415775524565,0.8307274930166412,0.09375,-0.025671255742084287,-0.0024859154641846404
02,0,b2p0_l2p0,2.0,2.0,f12_only,wave,0.65380859375,8.328125,1.0,0.7554323245692882,0.7577402315167471,0.8084783126741524,0.7026571421006808,0.015625,-0.00230790694745886,0.10582117057347162,0.8435938453346608,0.8259527403760588,0.8771788701086355,0.8703752221598596,0.046875,0.01764110495860194,0.006803647948775859,0.8861102196318005,0.8799736508739309,0.8817770174343322,0.8855390583031635,0.109375,0.006136568757869609,-0.0037620408688312512
02,0,b2p0_l2p0,2.0,2.0,f12_only,quench_wave,0.61376953125,7.828125,1.0,0.7974994497394416,0.7451607588133473,0.8134678472936472,0.6622038004139632,0.046875,0.05233869092609433,0.15126404687968398,0.7921456734313168,0.7914970943002722,0.8632859081676394,0.8643306183135282,0.0625,0.0006485791310446576,-0.0010447101458888053,0.8244305404026353,0.7977525590748649,0.8753591011086004,0.8849722799293616,0.09375,0.02667798132777044,-0.009613178820761181
02,0,b2p0_l2p0,2.0,2.0,f12_only,quench_static,0.642578125,8.65625,1.0,0.8078413447917647,0.821566223967084,0.833635556451608,0.7203353006193707,0.0625,-0.013724879175319282,0.11330025583223735,0.8729624153715141,0.8471208707279279,0.9104178042738618,0.9013166181651706,0.0625,0.025841544643586234,0.00910118610869115,0.893486468608417,0.8845410502936208,0.917795317790868,0.9079986133732538,0.03125,0.008945418314796116,0.009796704417614155
02,0,b2p0_l2p0,2.0,2.0,f12_only,quench_shuffled,0.6494140625,10.6875,1.0,0.785497715371682,0.8007541102603206,0.7676846770113899,0.675596904998315,0.109375,-0.015256394888638614,0.09208777201307483,0.7835787200046289,0.7665225480085958,0.8346340415185807,0.8429903443499644,0.140625,0.017056171996033154,-0.008356302831383777,0.7394012329998448,0.7575036318245711,0.8348041722081807,0.8594419518769,0.140625,-0.018102398824726307,-0.024637779668719273
02,0,b2p0_l2p0,2.0,2.0,f12_only,quench_phase_pi,0.6484375,8.78125,1.0,0.8155966911839321,0.8175696240871042,0.8439620870131785,0.7709053574294045,0.046875,-0.001972932903172131,0.07305672958377407,0.8821670025522138,0.887748898512337,0.8563770338915023,0.85810561463496,0.09375,-0.005581895960123151,-0.0017285807434577194,0.8629458178162757,0.860411897301709,0.8857675662194515,0.889402416971854,0.09375,0.00253392051456669,-0.003634850752402441
02,0,b2p0_l2p0,2.0,2.0,f12_only,pulse_release,0.57763671875,7.953125,1.0,0.7909175211152255,0.8043789240170434,0.8249610250659487,0.6964975758377208,0.046875,-0.013461402901817854,0.12846344922822794,0.8215357635370156,0.811210682615389,0.8252943341104748,0.8372589557520055,0.015625,0.01032508092162665,-0.01196462164153067,0.8557293778274739,0.8233747430701776,0.8552627564834788,0.8499692653160057,0.078125,0.032354634757296385,0.00529349116747313
02,1,b1p0_l1p0,1.0,1.0,strict_extension,control,0.27490234375,6.171875,1.0,0.5184451614987765,0.3479248412552146,0.6167992915247998,0.3232409555847551,0.0625,0.1705203202435619,0.29355833594004477,0.4352277598392142,0.35029381437306406,0.509364198602383,0.41570056140701306,0.0625,0.08493394546615013,0.09366363719536996,0.21050018966875342,0.32507322934642136,0.2957308501860759,0.41104390639953975,0.015625,-0.11457303967766794,-0.11531305621346383
02,1,b1p0_l1p0,1.0,1.0,strict_extension,quench,0.287109375,5.9375,1.0,0.37032038488955416,0.2752492721264659,0.5847807006966332,0.22957735195002726,0.078125,0.09507111276308827,0.355203348746606,0.2990788373557799,0.3525212554475234,0.35215564492781437,0.34725487555416124,0.078125,-0.05344241809174349,0.0049007693736531355,0.3816902932830321,0.354565039625808,0.4051756359438782,0.35013233514572906,0.03125,0.027125253657224124,0.05504330079814912
02,1,b1p0_l1p0,1.0,1.0,strict_extension,wave,0.40576171875,8.3125,1.0,0.4972646588872476,0.24970298810020802,0.6477242704854586,0.19878180588084765,0.109375,0.24756167078703956,0.4489424646046109,0.44993133982171285,0.3806391011281608,0.5194141233557126,0.4115247253618306,0.125,0.06929223869355206,0.10788939799388197,0.4428904125738652,0.36367898303677787,0.4671682423243717,0.34947568940841117,0.15625,0.07921142953708732,0.11769255291596054
02,1,b1p0_l1p0,1.0,1.0,strict_extension,quench_wave,0.42138671875,9.734375,1.0,0.43429340163061514,0.2322538536365837,0.6574272491126103,0.2444530705970296,0.15625,0.20203954799403143,0.4129741785155807,0.5186044090142972,0.37452746272980947,0.5179055315658565,0.3181645168094066,0.1875,0.1440769462844877,0.1997410147564499,0.42489786280537767,0.3895671267233781,0.41716093621950645,0.37293995051834467,0.140625,0.03533073608199955,0.044220985701161786
02,1,b1p0_l1p0,1.0,1.0,strict_extension,quench_static,0.51806640625,13.421875,1.0,0.5622288982319477,0.2591020625162014,0.7559597486295684,0.19004024297603056,0.25,0.3031268357157463,0.5659195056535378,0.5656051338944883,0.3225788643950984,0.5622837219239991,0.32691239287941776,0.3125,0.24302626949938988,0.23537132904458136,0.6978808492003103,0.5120587804243761,0.6707062823606782,0.4933053080264812,0.34375,0.1858220687759342,0.177400974334197
02,1,b1p0_l1p0,1.0,1.0,strict_extension,quench_shuffled,0.23828125,5.203125,1.0,0.41588092708974644,0.2914305145037705,0.638090296573506,0.2450591357452783,0.015625,0.12445041258597594,0.39303116082822775,0.4542016151790594,0.4400675446600524,0.43392979133419046,0.42216016629848296,0.046875,0.014134070519007003,0.011769625035707498,0.3234123639432723,0.34399794417450424,0.3911016520673181,0.3507795879151822,0.046875,-0.02058558023123197,0.040322064152135906
02,1,b1p0_l1p0,1.0,1.0,strict_extension,quench_phase_pi,0.427734375,9.890625,1.0,0.4072176103880785,0.2740284129857972,0.6044716425701594,0.21049131816506428,0.140625,0.1331891974022813,0.3939803244050951,0.49148916003879267,0.35352078138191545,0.44988819121296075,0.37603352089345976,0.171875,0.13796837865687722,0.07385467031950099,0.4913481395728496,0.30900507343264394,0.46604535107259815,0.34532800125764374,0.1875,0.18234306614020568,0.12071734981495441
02,1,b1p0_l1p0,1.0,1.0,strict_extension,pulse_release,0.30908203125,6.625,1.0,0.4916299869502557,0.2535317160080042,0.6743475430881525,0.2142328451275584,0.140625,0.2380982709422515,0.46011469796059407,0.3903248333942452,0.4003744007619921,0.3954533819421626,0.3183305001014617,0.046875,-0.010049567367746925,0.07712288184070093,0.39684084712499,0.35523411373345504,0.39828397874542615,0.42347628015536165,0.03125,0.04160673339153498,-0.025192301409935502
02,1,b1p0_l1p0,1.0,1.0,f12_only,control,0.25439453125,5.15625,1.0,0.43110000916967495,0.2717416434184278,0.6391013982132393,0.23696238043233922,0.0625,0.15935836575124712,0.4021390177809001,0.3746351014197161,0.32362982848266497,0.3771372778736922,0.3503065268850157,0.03125,0.05100527293705115,0.026830750988676544,0.3307996600056239,0.3149485202463577,0.3945897599735083,0.34175727102554576,0.0,0.015851139759266164,0.05283248894796255
02,1,b1p0_l1p0,1.0,1.0,f12_only,quench,0.34130859375,7.421875,1.0,0.454060854157623,0.23904343841826306,0.6917644695902149,0.16032788460518088,0.234375,0.21501741573935992,0.531436584985034,0.36575069538826477,0.35742640687335436,0.4256589623662951,0.3945838385656529,0.09375,0.008324288514910405,0.0310751238006422,0.2810527381598905,0.3097206229975471,0.31742025866880974,0.38347944573417836,0.03125,-0.028667884837656588,-0.06605918706536862
02,1,b1p0_l1p0,1.0,1.0,f12_only,wave,0.513671875,11.453125,1.0,0.5763485477228995,0.2317150981755094,0.7567911561510203,0.12573583986161097,0.359375,0.34463344954739006,0.6310553162894094,0.6211482278876788,0.2910271206375572,0.6147300598785752,0.29813313684448906,0.25,0.33012110725012156,0.31659692303408615,0.5524362469489414,0.38397354486668395,0.5443974226678407,0.4017663423892224,0.21875,0.1684627020822575,0.14263108027861837
02,1,b1p0_l1p0,1.0,1.0,f12_only,quench_wave,0.501953125,11.984375,1.0,0.5268215854218989,0.16740082234065018,0.7258120417035676,0.1117213892256152,0.40625,0.35942076308124876,0.6140906524779524,0.4810841219359466,0.25221729625955264,0.5701586139013348,0.28541964593199887,0.234375,0.22886682567639394,0.28473896796933595,0.4936807996417448,0.3949008471885683,0.48420847709454784,0.36503325554713983,0.1875,0.0987799524531765,0.119175221547408
02,1,b1p0_l1p0,1.0,1.0,f12_only,quench_static,0.5654296875,14.828125,1.0,0.6002982608490851,0.33516756485743004,0.7544880541376878,0.20833293571267975,0.4375,0.26513069599165506,0.5461551184250081,0.7158040180888454,0.3819892597490595,0.6482717715607812,0.36924240189500296,0.40625,0.3338147583397859,0.27902936966577824,0.6105946420599011,0.34864873794030166,0.6345536672618719,0.3223119349300895,0.390625,0.26194590411959945,0.3122417323317824
02,1,b1p0_l1p0,1.0,1.0,f12_only,quench_shuffled,0.3525390625,7.296875,1.0,0.4624818546774468,0.2686086606625875,0.6941058534966573,0.1905267712193533,0.1875,0.1938731940148593,0.5035790822773041,0.42996410882561764,0.35162095259769044,0.46972635124203677,0.4121241025223783,0.078125,0.0783431562279272,0.057602248719658466,0.4052412665992815,0.30388810713746406,0.3980385243631437,0.45503651555997243,0.03125,0.10135315946181744,-0.056997991196828746
02,1,b1p0_l1p0,1.0,1.0,f12_only,quench_phase_pi,0.47802734375,10.140625,1.0,0.626721999060273,0.2653152281488535,0.7538775644396536,0.20042706515920944,0.34375,0.36140677091141954,0.5534504992804441,0.4114242724136843,0.34621669573315184,0.49944810258282446,0.3329085518148169,0.21875,0.06520757668053245,0.16653955076800758,0.5859225421254157,0.3288426173244822,0.522747434849188,0.40154433838421427,0.234375,0.2570799248009335,0.12120309646497368
02,1,b1p0_l1p0,1.0,1.0,f12_only,pulse_release,0.32861328125,6.9375,1.0,0.6539747859874692,0.2003071927612462,0.7703138956090176,0.12928214569961233,0.34375,0.45366759322622296,0.6410317499094054,0.42235641019402914,0.3598758278882496,0.5246916227089662,0.37114813635075045,0.109375,0.06248058230577952,0.15354348635821574,0.3771388974939235,0.40271504658693547,0.47341704366706966,0.3856735099223341,0.03125,-0.02557614909301198,0.08774353374473554
02,2,b1p0_l1p0,1.0,1.0,strict_extension,control,1.0,32.0,1.0,0.9900937282543205,0.9906633625966429,0.9919390156316571,0.9919068532499256,1.0,-0.0005696343423223782,3.2162381731537515e-05,0.9925585624727304,0.9930499257871375,0.992050543490023,0.9920942236385677,1.0,-0.0004913633144070229,-4.3680148544722464e-05,0.9904495895114314,0.9905528709855532,0.991490093326884,0.9908937073187438,1.0,-0.0001032814741218635,0.0005963860081401595
02,2,b1p0_l1p0,1.0,1.0,strict_extension,quench,1.0,32.0,1.0,0.9988059636641397,0.9988525299853809,0.9982641348102423,0.9979689564507241,1.0,-4.656632124122595e-05,0.00029517835951820004,0.9992259041255523,0.9991175888109319,0.9991866472207971,0.9991716391466168,1.0,0.00010831531462041077,1.5008074180311581e-05,0.9990487848842278,0.9990925082129114,0.999261136195134,0.9992453027748587,1.0,-4.372332868363138e-05,1.5833420275335186e-05
02,2,b1p0_l1p0,1.0,1.0,strict_extension,wave,0.9990234375,31.0,0.953125,0.9984257402561801,0.9983487081821638,0.9978755242473911,0.9976630489493141,1.0,7.70320740163255e-05,0.00021247529807699728,0.9986221586190653,0.9984320838658926,0.9978709993228174,0.9977846290812842,1.0,0.00019007475317278644,8.637024153324013e-05,0.9984592502153257,0.9359808065974744,0.9984256080378905,0.9827222393611592,0.9791666666666666,0.062478443617851265,0.015703368676731277
02,2,b1p0_l1p0,1.0,1.0,strict_extension,quench_wave,1.0,32.0,1.0,0.9997481707754976,0.9997481823577686,0.999309167034306,0.9990326792906339,1.0,-1.1582271031151947e-08,0.0002764877436720603,0.9998335489518437,0.9998546276611092,0.9998065858866922,0.9998119306501185,1.0,-2.1078709265487383e-05,-5.344763426284871e-06,0.9997367308848388,0.9997367623009741,0.9997851638878537,0.9997665419881248,1.0,-3.141613524881848e-08,1.862189972889894e-05
02,2,b1p0_l1p0,1.0,1.0,strict_extension,quench_static,1.0,32.0,1.0,1.0,1.0,0.999599472581401,0.9993202414656,1.0,0.0,0.00027923111580108184,0.9999281288851255,0.999928125511449,0.9999626460293218,0.9999626447197028,1.0,3.373676449314189e-09,1.3096190798478347e-09,0.9999383932955277,0.9999383932955277,0.9999519711825308,0.9999546047560602,1.0,0.0,-2.6335735294757967e-06
02,2,b1p0_l1p0,1.0,1.0,strict_extension,quench_shuffled,0.99951171875,31.921875,1.0,0.9984989226058352,0.9984544671675358,0.9973324983681593,0.9968194207256436,0.984375,4.4455438299340067e-05,0.0005130776425157357,0.9991895847829559,0.999216316355668,0.9989362827711703,0.9989740101858147,1.0,-2.6731572712046514e-05,-3.77274146443618e-05,0.9988935737428748,0.9989601797562593,0.9990395789105329,0.998991762377373,1.0,-6.66060133844848e-05,4.7816533159883434e-05
02,2,b1p0_l1p0,1.0,1.0,strict_extension,quench_phase_pi,1.0,32.0,1.0,0.9998006310058393,0.9998006310058393,0.9991490570930621,0.9987856132103548,1.0,0.0,0.0003634438827073705,0.9998449070906468,0.9998654355555283,0.9997323468034184,0.9997428982046702,1.0,-2.0528464881541808e-05,-1.0551401251834847e-05,0.9998540845200012,0.9998540949969534,0.999751414431216,0.9997463609753913,1.0,-1.0476952194693467e-08,5.053455824688413e-06
02,2,b1p0_l1p0,1.0,1.0,strict_extension,pulse_release,1.0,31.25,0.96875,0.9997550669551201,0.9997550703287965,0.9993795999317148,0.9990697761939453,1.0,-3.373676449314189e-09,0.0003098237377694435,0.9929783299041297,0.9935736875628656,0.993133632410945,0.9931477845603979,1.0,-0.0005953576587358622,-1.415214945288401e-05,0.98950282135654,0.990477989473274,0.9923229327551991,0.9922621422936913,1.0,-0.0009751681167340376,6.079046150786471e-05
02,2,b1p0_l1p0,1.0,1.0,f12_only,control,0.0283203125,0.8125,1.0,0.28352795406975284,0.29999425775919564,0.46305815075743195,0.42519178304604266,0.0,-0.016466303689442796,0.03786636771138929,0.5119489858159941,0.4546695176030262,0.43308542574401826,0.38430227140151063,0.0,0.05727946821296792,0.04878315434250763,0.7134509201096362,0.7763600618855064,0.63866011200293,0.7143472462695941,0.0,-0.06290914177587026,-0.07568713426666407
02,2,b1p0_l1p0,1.0,1.0,f12_only,quench,0.03759765625,0.984375,1.0,0.32308634479490217,0.22216024392773107,0.5198509311113315,0.43268044416671436,0.0,0.1009261008671711,0.08717048694461715,0.3819168836804926,0.4596250865986471,0.32505578176103866,0.360809743039593,0.0,-0.0777082029181545,-0.03575396127855435,0.685701484444065,0.7260774716001157,0.6453165381915649,0.6845876292915944,0.0,-0.04037598715605073,-0.039271091100029576
02,2,b1p0_l1p0,1.0,1.0,f12_only,wave,0.0517578125,1.546875,1.0,0.374609292163355,0.35573783408573956,0.6082594824988146,0.5115239121229962,0.0,0.01887145807761542,0.09673557037581837,0.5060803057624714,0.5052983325118297,0.4712165603880776,0.42792107617733555,0.0,0.0007819732506417765,0.04329548421074203,0.7596872867213843,0.7075500095471972,0.768246002470311,0.7053409687778285,0.0,0.05213727717418715,0.06290503369248257
