candidate,matrix_id,setting_id,grid_id,arm,terminal8_rate,carrier_origin_accuracy,has_other,completion
02,179,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,,0,1.0
02,179,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0625,,0,1.0
02,179,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,179,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,,0,1.0
02,179,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,,0,1.0
02,179,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,179,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,,0,1.0
02,179,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,,0,1.0
02,179,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,23,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,0.5,1,1.0
02,23,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,0.5625,1,1.0
02,23,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,0.5,1,1.0
02,23,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,0.75,1,1.0
02,23,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,0.875,1,1.0
02,23,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,0.75,1,1.0
02,23,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,0.625,1,1.0
02,23,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,0.625,1,1.0
02,23,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,0.625,1,1.0
02,23,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,0.875,1,1.0
02,23,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0625,0.6875,1,1.0
02,23,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,0.875,1,1.0
02,23,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,0.875,1,1.0
02,23,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,0.8125,1,1.0
02,23,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,0.875,1,1.0
02,23,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,0.9375,1,1.0
02,23,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,0.9375,1,1.0
02,23,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,0.75,1,1.0
02,17,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,,0,1.0
02,17,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,,0,1.0
02,17,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,17,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,,0,1.0
02,17,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,,0,1.0
02,17,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,17,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,,0,1.0
02,17,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,,0,1.0
02,17,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,,0,1.0
02,17,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,132,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,,0,1.0
02,132,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,,0,1.0
02,132,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,132,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,,0,1.0
02,132,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.125,,0,1.0
02,132,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,132,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,,0,1.0
02,132,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,,0,1.0
02,132,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0625,,0,1.0
02,132,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0625,,0,1.0
02,132,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.125,,0,1.0
02,132,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0625,,0,1.0
02,132,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,,0,1.0
02,132,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0625,,0,1.0
02,132,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,132,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.125,,0,1.0
02,132,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.125,,0,1.0
02,132,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0625,,0,1.0
02,196,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0625,,0,1.0
02,196,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0625,,0,1.0
02,196,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,196,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,,0,1.0
02,196,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,,0,1.0
02,196,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,196,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,,0,1.0
02,196,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.125,,0,1.0
02,196,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,196,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0625,,0,1.0
02,196,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.25,,0,1.0
02,196,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,196,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,,0,1.0
02,196,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0625,,0,1.0
02,196,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0625,,0,1.0
02,196,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0625,,0,1.0
02,196,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0625,,0,1.0
02,196,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,158,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,,0,1.0
02,158,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,,0,1.0
02,158,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,158,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,,0,1.0
02,158,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,,0,1.0
02,158,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.125,,0,1.0
02,158,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,,0,1.0
02,158,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,,0,1.0
02,158,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,158,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.125,,0,1.0
02,158,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0,,0,1.0
02,158,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,158,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0625,,0,1.0
02,158,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0625,,0,1.0
02,158,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0625,,0,1.0
02,158,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.125,,0,1.0
02,158,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0625,,0,1.0
02,158,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,10,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,0.8125,1,1.0
02,10,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.125,0.8125,1,1.0
02,10,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.125,0.875,1,1.0
02,10,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,0.8125,1,1.0
02,10,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0625,0.8125,1,1.0
02,10,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0625,0.9375,1,1.0
02,10,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.125,0.875,1,1.0
02,10,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0625,0.8125,1,1.0
02,10,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,1.0,1,1.0
02,10,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.1875,1.0,1,1.0
02,10,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0625,0.875,1,1.0
02,10,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0625,1.0,1,1.0
02,10,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.125,1.0,1,1.0
02,10,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,1.0,1,1.0
02,10,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0625,1.0,1,1.0
02,10,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.25,0.9375,1,1.0
02,10,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0625,1.0,1,1.0
02,10,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0625,1.0,1,1.0
02,90,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,,0,1.0
02,90,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,,0,1.0
02,90,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,90,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,,0,1.0
02,90,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,,0,1.0
02,90,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,90,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,,0,1.0
02,90,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,,0,1.0
02,90,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,90,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.1875,,0,1.0
02,90,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0625,,0,1.0
02,90,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.1875,,0,1.0
02,90,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,,0,1.0
02,90,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,,0,1.0
02,90,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,90,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,,0,1.0
02,90,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,,0,1.0
02,90,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,32,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,0.75,1,1.0
02,32,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,0.8125,1,1.0
02,32,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,0.875,1,1.0
02,32,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0625,0.9375,1,1.0
02,32,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,0.8125,1,1.0
02,32,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,1.0,1,1.0
02,32,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,1.0,1,1.0
02,32,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,0.875,1,1.0
02,32,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,1.0,1,1.0
02,32,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,1.0,1,1.0
02,32,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0,1.0,1,1.0
02,32,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,0.875,1,1.0
02,32,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,1.0,1,1.0
02,32,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,1.0,1,1.0
02,32,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,0.875,1,1.0
02,32,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0625,1.0,1,1.0
02,32,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,1.0,1,1.0
02,32,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,0.9375,1,1.0
02,45,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,0.875,1,1.0
02,45,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,0.625,1,1.0
02,45,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,0.875,1,1.0
02,45,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,0.875,1,1.0
02,45,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,0.75,1,1.0
02,45,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,0.9375,1,1.0
02,45,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,0.875,1,1.0
02,45,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,1.0,1,1.0
02,45,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,1.0,1,1.0
02,45,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,1.0,1,1.0
02,45,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0,1.0,1,1.0
02,45,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,1.0,1,1.0
02,45,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,1.0,1,1.0
02,45,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,0.9375,1,1.0
02,45,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,0.9375,1,1.0
02,45,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,0.9375,1,1.0
02,45,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,1.0,1,1.0
02,45,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,1.0,1,1.0
02,28,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,,0,1.0
02,28,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,,0,1.0
02,28,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,28,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,,0,1.0
02,28,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,,0,1.0
02,28,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0625,,0,1.0
02,28,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,,0,1.0
02,28,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,,0,1.0
02,28,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,,0,1.0
02,28,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,159,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,0.75,1,1.0
02,159,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,0.625,1,1.0
02,159,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,0.75,1,1.0
02,159,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0625,0.8125,1,1.0
02,159,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,0.875,1,1.0
02,159,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,0.75,1,1.0
02,159,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,1.0,1,1.0
02,159,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,0.75,1,1.0
02,159,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,0.9375,1,1.0
02,159,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,0.875,1,1.0
02,159,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0,0.875,1,1.0
02,159,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,0.9375,1,1.0
02,159,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,1.0,1,1.0
02,159,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,0.875,1,1.0
02,159,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,0.9375,1,1.0
02,159,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,1.0,1,1.0
02,159,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,1.0,1,1.0
02,159,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,1.0,1,1.0
02,149,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,,0,1.0
02,149,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,,0,1.0
02,149,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,149,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0625,,0,1.0
02,149,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,,0,1.0
02,149,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.125,,0,1.0
02,149,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,,0,1.0
02,149,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,,0,1.0
02,149,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,,0,1.0
02,149,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,58,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.125,,0,1.0
02,58,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.125,,0,1.0
02,58,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.125,,0,1.0
02,58,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,,0,1.0
02,58,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,,0,1.0
02,58,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,58,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,,0,1.0
02,58,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,,0,1.0
02,58,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,58,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0,,0,1.0
02,58,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0,,0,1.0
02,58,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0625,,0,1.0
02,58,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0,,0,1.0
02,58,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,,0,1.0
02,58,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,,0,1.0
02,58,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,,0,1.0
02,58,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,,0,1.0
02,58,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,,0,1.0
02,25,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0,0.5,1,1.0
02,25,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,0.5,1,1.0
02,25,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,0.5625,1,1.0
02,25,k008_l01_u2p0_nominal,b2p0_l2p0,correct,0.0,0.4375,1,1.0
02,25,k008_l01_u2p0_nominal,b2p0_l2p0,zero,0.0,0.3125,1,1.0
02,25,k008_l01_u2p0_nominal,b2p0_l2p0,shuffled,0.0625,0.4375,1,1.0
02,25,k008_l01_u2p0_nominal,b4p0_l2p0,correct,0.0,0.375,1,1.0
02,25,k008_l01_u2p0_nominal,b4p0_l2p0,zero,0.0,0.5625,1,1.0
02,25,k008_l01_u2p0_nominal,b4p0_l2p0,shuffled,0.0,0.5,1,1.0
02,25,k008_l08_u2p0_ideal,b1p0_l0p5,correct,0.0625,0.8125,1,1.0
02,25,k008_l08_u2p0_ideal,b1p0_l0p5,zero,0.0625,0.6875,1,1.0
02,25,k008_l08_u2p0_ideal,b1p0_l0p5,shuffled,0.0625,0.6875,1,1.0
02,25,k008_l08_u2p0_ideal,b2p0_l2p0,correct,0.0625,0.625,1,1.0
02,25,k008_l08_u2p0_ideal,b2p0_l2p0,zero,0.0,0.6875,1,1.0
02,25,k008_l08_u2p0_ideal,b2p0_l2p0,shuffled,0.0,0.625,1,1.0
02,25,k008_l08_u2p0_ideal,b4p0_l2p0,correct,0.0,0.5625,1,1.0
02,25,k008_l08_u2p0_ideal,b4p0_l2p0,zero,0.0,0.8125,1,1.0
02,25,k008_l08_u2p0_ideal,b4p0_l2p0,shuffled,0.0,0.4375,1,1.0
02,198,k008_l01_u2p0_nominal,b1p0_l0p5,correct,0.0625,,0,1.0
02,198,k008_l01_u2p0_nominal,b1p0_l0p5,zero,0.0,,0,1.0
02,198,k008_l01_u2p0_nominal,b1p0_l0p5,shuffled,0.0,,0,1.0
