candidate,matrix_id,grid_id,f12_rate,strict8_rate,break_rate,mean_break_time,within8_h,cross_lineage_h,terminal_clusters_h90,completion
02,10,b2p0_l2p0,0.375,0.0,0.59375,11.210526315789474,0.6576554853348202,0.4353908700191395,24,1.0
02,10,b4p0_l2p0,0.25,0.0,0.4375,8.142857142857142,0.6247951141580511,0.5282402166375451,23,1.0
02,10,b1p0_l1p0,0.125,0.03125,0.5,14.625,0.6563522726969213,0.4554055041236133,19,1.0
02,11,b1p0_l0p5,0.5625,0.0,0.90625,7.241379310344827,0.5867199778552064,0.41809586402287047,29,1.0
02,11,b2p0_l2p0,0.53125,0.0,0.90625,9.517241379310345,0.5856818245851523,0.3811490580526347,29,1.0
02,11,b4p0_l2p0,0.65625,0.0,0.90625,6.724137931034483,0.5879266501986158,0.3899722326788386,28,1.0
02,11,b1p0_l1p0,0.59375,0.0,0.84375,6.62962962962963,0.6156248956530486,0.3893643583656715,31,1.0
02,12,b1p0_l0p5,0.6875,0.625,0.6875,1.1818181818181819,0.9522745199235993,0.934357920598536,1,1.0
02,12,b2p0_l2p0,0.75,0.3125,0.75,1.2916666666666667,0.9346984243654826,0.9197331499241358,5,1.0
02,12,b4p0_l2p0,0.78125,0.125,0.78125,1.16,0.9196408733752306,0.9228739867376045,3,1.0
02,12,b1p0_l1p0,0.90625,0.59375,0.90625,1.1724137931034482,0.9465588206807929,0.9341859390305018,3,1.0
02,13,b1p0_l0p5,0.8125,0.0,0.96875,4.193548387096774,0.7313764680981092,0.5838772158503108,27,1.0
02,13,b2p0_l2p0,0.90625,0.0,1.0,2.59375,0.7048240969168138,0.6145402649281477,30,1.0
02,13,b4p0_l2p0,0.84375,0.0,1.0,3.9375,0.6915739678446562,0.5238808194901171,31,1.0
02,13,b1p0_l1p0,0.9375,0.0,1.0,1.6875,0.7049946060347412,0.592667832882319,28,1.0
02,14,b1p0_l0p5,0.65625,0.09375,0.96875,6.903225806451613,0.6521400453266446,0.4316832743501933,23,1.0
02,14,b2p0_l2p0,0.71875,0.0,0.96875,5.387096774193548,0.6751210456641425,0.4699743107362926,27,1.0
02,14,b4p0_l2p0,0.6875,0.0,0.90625,4.482758620689655,0.6809820343367453,0.545231097197274,26,1.0
02,14,b1p0_l1p0,0.6875,0.03125,0.9375,6.866666666666666,0.689175339752385,0.539209910533216,19,1.0
02,15,b1p0_l0p5,0.71875,0.0,1.0,1.0,0.593604669294683,0.43431970309102624,32,1.0
02,15,b2p0_l2p0,0.875,0.0,1.0,1.0,0.6179437396957114,0.4126606797777109,32,1.0
02,15,b4p0_l2p0,0.8125,0.0,1.0,1.1875,0.6012830078439055,0.4436523989581398,32,1.0
02,15,b1p0_l1p0,0.71875,0.0,1.0,1.125,0.6486718299670504,0.5038676352845356,32,1.0
02,16,b1p0_l0p5,0.40625,0.0625,0.53125,6.588235294117647,0.8097380136576088,0.6512927718614989,13,1.0
02,16,b2p0_l2p0,0.53125,0.0,0.5625,2.888888888888889,0.8099731002457338,0.6528805014182093,15,1.0
02,16,b4p0_l2p0,0.46875,0.0,0.5,3.875,0.8093266041330709,0.6545582096927113,15,1.0
02,16,b1p0_l1p0,0.53125,0.125,0.65625,4.714285714285714,0.7945960218872855,0.6062050425903582,15,1.0
02,17,b1p0_l0p5,0.5,0.46875,0.5,1.0625,0.9964021672044465,0.9360113276314302,2,1.0
02,17,b2p0_l2p0,0.625,0.28125,0.65625,1.619047619047619,0.9168298920334278,0.8198204180393541,7,1.0
02,17,b4p0_l2p0,0.59375,0.09375,0.625,2.05,0.8909454563327964,0.7837650020465505,10,1.0
02,17,b1p0_l1p0,0.75,0.65625,0.75,1.375,0.9711455463578176,0.8493724943081995,4,1.0
02,18,b1p0_l0p5,0.59375,0.625,0.625,1.7,0.9685504503976805,0.9535772866167056,3,1.0
02,18,b2p0_l2p0,0.59375,0.1875,0.59375,1.4210526315789473,0.927973489261132,0.9114669150943595,4,1.0
02,18,b4p0_l2p0,0.46875,0.15625,0.53125,3.3529411764705883,0.9192155662427585,0.9066601232216418,4,1.0
02,18,b1p0_l1p0,0.75,0.65625,0.75,1.5,0.9613933901657981,0.962719465429945,1,1.0
02,19,b1p0_l0p5,0.875,0.0,0.96875,3.4193548387096775,0.6383005747823243,0.47328014880057484,30,1.0
02,19,b2p0_l2p0,0.84375,0.0,1.0,2.53125,0.6256919346904458,0.5037080358956304,31,1.0
02,19,b4p0_l2p0,0.875,0.0,1.0,2.5625,0.6399672463970152,0.4820479754678403,32,1.0
02,19,b1p0_l1p0,0.96875,0.0,1.0,1.96875,0.6707844543390953,0.41148428573058454,30,1.0
02,20,b1p0_l0p5,0.625,0.28125,0.875,2.9642857142857144,0.8153018932024048,0.5349329755364536,14,1.0
02,20,b2p0_l2p0,0.8125,0.0,1.0,2.53125,0.7586874677407861,0.5048146668506195,25,1.0
02,20,b4p0_l2p0,0.78125,0.0,0.9375,2.5,0.7378760708679278,0.4545397470120363,27,1.0
02,20,b1p0_l1p0,0.8125,0.125,0.90625,1.6896551724137931,0.7244255216196733,0.5501662580662569,21,1.0
02,21,b1p0_l0p5,0.40625,0.0,0.5,5.75,0.7502535023694896,0.47731894997376967,13,1.0
02,21,b2p0_l2p0,0.4375,0.0,0.625,7.55,0.7671571989783785,0.5710155069028299,20,1.0
02,21,b4p0_l2p0,0.4375,0.0,0.5,3.8125,0.7345856828708486,0.6019859456903793,17,1.0
02,21,b1p0_l1p0,0.40625,0.0,0.46875,3.8666666666666667,0.7710535720346285,0.5604049547798441,17,1.0
02,22,b1p0_l0p5,0.59375,0.0,1.0,1.5,0.5699759120322228,0.3347444917562954,32,1.0
02,22,b2p0_l2p0,0.4375,0.0,1.0,1.625,0.526708817947069,0.3405503843302531,32,1.0
02,22,b4p0_l2p0,0.59375,0.0,1.0,1.75,0.5475068648485043,0.34961653364157974,32,1.0
02,22,b1p0_l1p0,0.5,0.0,1.0,1.40625,0.524429934133519,0.3334408144423748,32,1.0
02,23,b1p0_l0p5,0.46875,0.0,0.78125,7.88,0.6282540480383512,0.47056398645461023,28,1.0
02,23,b2p0_l2p0,0.34375,0.0,0.9375,13.466666666666667,0.6012156074761343,0.43477780836907576,26,1.0
02,23,b4p0_l2p0,0.34375,0.0,0.78125,11.24,0.6097836758003399,0.38180629214880146,24,1.0
02,23,b1p0_l1p0,0.40625,0.0,0.8125,9.461538461538462,0.6526236301224969,0.337164582632153,25,1.0
02,24,b1p0_l0p5,0.84375,0.0,1.0,2.59375,0.650709753062742,0.442703196345828,30,1.0
02,24,b2p0_l2p0,0.9375,0.0,1.0,1.375,0.6689021623612029,0.41553088026660556,31,1.0
02,24,b4p0_l2p0,0.84375,0.0,0.96875,3.0,0.6488742822105016,0.431772245785489,32,1.0
02,24,b1p0_l1p0,0.90625,0.0,0.96875,2.3225806451612905,0.6995061131792291,0.5415261192704642,28,1.0
02,25,b1p0_l0p5,0.875,0.0,1.0,2.4375,0.7294017904484342,0.6251429243399796,27,1.0
02,25,b2p0_l2p0,0.84375,0.0,0.9375,2.1333333333333333,0.7137040207396992,0.6048161390370228,31,1.0
02,25,b4p0_l2p0,0.875,0.0,0.96875,2.129032258064516,0.6941277696350435,0.5388109180703414,32,1.0
02,25,b1p0_l1p0,0.90625,0.0,1.0,1.875,0.6734106597259134,0.49935360104111315,32,1.0
02,26,b1p0_l0p5,0.5,0.0,0.75,7.041666666666667,0.6432934715732115,0.4219673502801891,30,1.0
02,26,b2p0_l2p0,0.78125,0.0,0.9375,4.8,0.624925112154743,0.39269524163218605,31,1.0
02,26,b4p0_l2p0,0.59375,0.0,0.84375,7.962962962962963,0.6289908324353031,0.49738977129233075,30,1.0
02,26,b1p0_l1p0,0.5625,0.0,0.875,7.035714285714286,0.6354476634418574,0.4014822693794603,31,1.0
02,27,b1p0_l0p5,0.46875,0.375,0.5,2.375,0.944835788340757,0.7602239414721064,6,1.0
02,27,b2p0_l2p0,0.46875,0.03125,0.59375,6.105263157894737,0.8277014241690652,0.5864975500222117,14,1.0
02,27,b4p0_l2p0,0.46875,0.0625,0.46875,1.8666666666666667,0.8766305271416601,0.7153013283872796,10,1.0
02,27,b1p0_l1p0,0.5625,0.40625,0.59375,2.3684210526315788,0.929286271834008,0.7137291553553379,6,1.0
02,28,b1p0_l0p5,0.4375,0.09375,0.84375,10.555555555555555,0.7369849936948702,0.6090626419437213,23,1.0
02,28,b2p0_l2p0,0.65625,0.0,0.96875,8.96774193548387,0.6674415932041498,0.5499981852148649,29,1.0
02,28,b4p0_l2p0,0.78125,0.0,0.9375,4.766666666666667,0.7478057297156938,0.5948226404448498,27,1.0
02,28,b1p0_l1p0,0.59375,0.03125,0.9375,9.166666666666666,0.7128171381129357,0.6109213538360043,21,1.0
02,29,b1p0_l0p5,0.84375,0.0,1.0,1.6875,0.5654314911554676,0.3380380300177214,32,1.0
02,29,b2p0_l2p0,0.75,0.0,1.0,1.40625,0.5331165535823983,0.33559250472330354,32,1.0
02,29,b4p0_l2p0,0.8125,0.0,1.0,1.6875,0.5489941113166619,0.3278494483019098,32,1.0
02,29,b1p0_l1p0,0.84375,0.0,1.0,1.59375,0.5596884094843058,0.3364943126665694,32,1.0
02,30,b1p0_l0p5,0.5,0.0,0.96875,9.0,0.5802075186594481,0.32489340233088426,27,1.0
02,30,b2p0_l2p0,0.65625,0.0,0.9375,7.233333333333333,0.5749755512434316,0.40789260349095585,27,1.0
02,30,b4p0_l2p0,0.59375,0.0,0.96875,7.483870967741935,0.5884193359370736,0.36818889028711294,32,1.0
02,30,b1p0_l1p0,0.78125,0.0,0.96875,5.225806451612903,0.6361028997749236,0.38181012708122164,30,1.0
02,31,b1p0_l0p5,0.75,0.0,0.96875,4.193548387096774,0.5650694417199529,0.33899881694313777,32,1.0
02,31,b2p0_l2p0,0.90625,0.0,1.0,3.5625,0.5906098662518896,0.3538285262070368,32,1.0
02,31,b4p0_l2p0,0.75,0.0,1.0,5.0,0.5621701962842758,0.38590431829024585,32,1.0
02,31,b1p0_l1p0,0.78125,0.0,0.96875,3.5806451612903225,0.5731064563056347,0.3674276128332748,32,1.0
02,32,b1p0_l0p5,0.46875,0.25,0.65625,8.571428571428571,0.7653466648386354,0.33657090058063704,14,1.0
02,32,b2p0_l2p0,0.46875,0.0,0.875,10.0,0.6662328862563339,0.4442907918558961,26,1.0
02,32,b4p0_l2p0,0.53125,0.0,0.71875,7.3478260869565215,0.6591106251569105,0.36174700317632275,22,1.0
02,32,b1p0_l1p0,0.46875,0.09375,0.625,6.8,0.7054528979989294,0.4179106544428307,20,1.0
02,33,b1p0_l0p5,0.71875,0.0,1.0,4.21875,0.567541880381987,0.3639173524094097,30,1.0
02,33,b2p0_l2p0,0.6875,0.0,1.0,3.46875,0.5542872360446327,0.3230153221396821,30,1.0
02,33,b4p0_l2p0,0.78125,0.0,1.0,4.5,0.533424784964547,0.2994549869776701,30,1.0
02,33,b1p0_l1p0,0.75,0.03125,1.0,4.59375,0.5525198983432151,0.32917265743111074,31,1.0
02,34,b1p0_l0p5,0.78125,0.0,0.9375,5.3,0.7451681371362966,0.5872350578723347,26,1.0
02,34,b2p0_l2p0,0.625,0.0,0.875,6.25,0.7143990659486172,0.49415779353399963,29,1.0
02,34,b4p0_l2p0,0.875,0.0,0.9375,2.4,0.6771280458189399,0.4590953169462954,29,1.0
02,34,b1p0_l1p0,0.8125,0.0,0.9375,3.8666666666666667,0.693334053681596,0.5422913268556553,31,1.0
02,35,b1p0_l0p5,0.5625,0.3125,0.625,2.55,0.8992128123422198,0.5084757210684596,10,1.0
02,35,b2p0_l2p0,0.71875,0.15625,0.8125,2.6538461538461537,0.8490406986983101,0.5769464652803014,12,1.0
02,35,b4p0_l2p0,0.65625,0.09375,0.8125,5.3076923076923075,0.7918840079399555,0.49136791547994024,18,1.0
02,35,b1p0_l1p0,0.53125,0.3125,0.65625,4.238095238095238,0.8567868983672096,0.530417488545518,11,1.0
02,36,b1p0_l0p5,0.375,0.03125,0.5625,9.055555555555555,0.7703294065665768,0.6601726658701009,18,1.0
02,36,b2p0_l2p0,0.5625,0.0,0.71875,5.260869565217392,0.7628581315836851,0.5536346482655297,24,1.0
02,36,b4p0_l2p0,0.5,0.0,0.71875,5.782608695652174,0.75453444839177,0.6667396305075403,14,1.0
02,36,b1p0_l1p0,0.40625,0.0,0.5625,6.833333333333333,0.7786360732185009,0.6635070849164068,11,1.0
02,37,b1p0_l0p5,0.8125,0.0,0.84375,1.8518518518518519,0.8276723792310077,0.7273322646159287,16,1.0
02,37,b2p0_l2p0,0.75,0.0,0.875,3.9285714285714284,0.7870141958936923,0.7072949957481621,20,1.0
02,37,b4p0_l2p0,0.625,0.0,0.78125,5.4,0.7730760384343072,0.7513936510492971,21,1.0
02,37,b1p0_l1p0,0.78125,0.03125,0.8125,2.1538461538461537,0.8137162210446457,0.7519424395163157,16,1.0
02,38,b1p0_l0p5,0.4375,0.0625,0.8125,9.192307692307692,0.6803033539871894,0.5331865806315146,16,1.0
02,38,b2p0_l2p0,0.625,0.0,0.9375,7.166666666666667,0.6640424824793993,0.4881946821749743,24,1.0
02,38,b4p0_l2p0,0.53125,0.0,0.875,9.785714285714286,0.6843214187618256,0.546766859596653,26,1.0
02,38,b1p0_l1p0,0.46875,0.03125,0.84375,10.88888888888889,0.7129386928566961,0.526397528956439,20,1.0
02,39,b1p0_l0p5,0.84375,0.0,0.9375,1.3666666666666667,0.6510410553409791,0.4848109465777336,28,1.0
02,39,b2p0_l2p0,0.9375,0.0,1.0,2.5625,0.6771053259844662,0.4347026517188822,30,1.0
02,39,b4p0_l2p0,0.96875,0.0,1.0,1.46875,0.6700371922123012,0.4601105049439899,30,1.0
02,39,b1p0_l1p0,0.90625,0.0,1.0,2.03125,0.6333528107432222,0.4163346107614004,31,1.0
02,40,b1p0_l0p5,0.65625,0.03125,0.875,5.714285714285714,0.6548141081959702,0.47644608133595723,28,1.0
02,40,b2p0_l2p0,0.625,0.0,0.90625,8.137931034482758,0.651309634932105,0.5175127847651565,30,1.0
02,40,b4p0_l2p0,0.65625,0.0,0.96875,6.903225806451613,0.6739099709034921,0.5122021338577741,29,1.0
02,40,b1p0_l1p0,0.71875,0.0,0.9375,5.4,0.6725620441765731,0.508198376109026,29,1.0
02,41,b1p0_l0p5,0.59375,0.03125,0.75,6.208333333333333,0.6332388945478973,0.42069395721589314,19,1.0
02,41,b2p0_l2p0,0.71875,0.0,0.9375,5.866666666666666,0.6398279473580366,0.48318473582526006,25,1.0
02,41,b4p0_l2p0,0.59375,0.0,0.84375,6.62962962962963,0.612619983168348,0.43965972041112417,26,1.0
02,41,b1p0_l1p0,0.625,0.0,0.75,4.208333333333333,0.6325089972684148,0.4466180885211025,21,1.0
02,42,b1p0_l0p5,0.65625,0.0,0.96875,7.451612903225806,0.6513032666466972,0.43229284355279407,28,1.0
02,42,b2p0_l2p0,0.65625,0.0,0.9375,7.5,0.6214137461238654,0.482243256575856,30,1.0
02,42,b4p0_l2p0,0.625,0.0,0.96875,6.612903225806452,0.629916804155676,0.4679701068680741,31,1.0
02,42,b1p0_l1p0,0.78125,0.0,1.0,6.03125,0.6199869195771008,0.4477032000343504,32,1.0
02,43,b1p0_l0p5,0.6875,0.0,0.875,5.142857142857143,0.707047888242031,0.5988193592403036,23,1.0
02,43,b2p0_l2p0,0.6875,0.0,0.96875,7.935483870967742,0.7150925055394288,0.5383054432225315,28,1.0
02,43,b4p0_l2p0,0.78125,0.0,1.0,5.0625,0.706448356949966,0.5713997780782419,26,1.0
02,43,b1p0_l1p0,0.90625,0.0,1.0,2.96875,0.7097400944804362,0.6082568604040156,23,1.0
02,44,b1p0_l0p5,0.71875,0.0,1.0,5.15625,0.5991960840367863,0.38154850105259597,30,1.0
02,44,b2p0_l2p0,0.84375,0.0,1.0,3.65625,0.611727036574718,0.3695077562944508,32,1.0
02,44,b4p0_l2p0,0.71875,0.0,1.0,5.65625,0.5968209498435155,0.4336742117513817,32,1.0
02,44,b1p0_l1p0,0.8125,0.0,0.96875,4.064516129032258,0.6067459084228292,0.3714164352755174,31,1.0
02,45,b1p0_l0p5,0.75,0.03125,1.0,5.125,0.5748403434107094,0.34809125403062885,30,1.0
02,45,b2p0_l2p0,0.71875,0.0,1.0,4.84375,0.5874877175005222,0.3881468433670522,32,1.0
02,45,b4p0_l2p0,0.6875,0.0,1.0,5.59375,0.5728685935652681,0.40070884219472225,30,1.0
02,45,b1p0_l1p0,0.71875,0.0,0.96875,3.3870967741935485,0.5668478581114309,0.34078146899401857,29,1.0
02,46,b1p0_l0p5,0.71875,0.03125,0.9375,4.666666666666667,0.6168876279855863,0.3291166382394519,31,1.0
02,46,b2p0_l2p0,0.6875,0.0,1.0,6.0625,0.6044146333987651,0.3253135458120754,29,1.0
02,46,b4p0_l2p0,0.78125,0.0,1.0,5.78125,0.5988494611823293,0.3400877938472633,32,1.0
02,46,b1p0_l1p0,0.8125,0.0,1.0,4.59375,0.5905745098243382,0.36188614373748745,31,1.0
02,47,b1p0_l0p5,0.6875,0.15625,0.75,2.1666666666666665,0.879303833061922,0.7792817287112791,10,1.0
02,47,b2p0_l2p0,0.84375,0.0,0.9375,1.7666666666666666,0.8025598316089101,0.696717009478903,17,1.0
02,47,b4p0_l2p0,0.78125,0.03125,0.90625,2.5517241379310347,0.828023645611287,0.627622117761482,19,1.0
02,47,b1p0_l1p0,0.8125,0.1875,0.90625,2.4482758620689653,0.8446100948630575,0.7200298018528175,13,1.0
03,0,b1p0_l0p5,0.4375,0.21875,0.6875,8.954545454545455,0.7627415557112656,0.5085792131776108,17,1.0
03,0,b2p0_l2p0,0.59375,0.0625,0.875,7.642857142857143,0.6875398817221092,0.47408058521135066,23,1.0
03,0,b4p0_l2p0,0.625,0.0,0.90625,6.931034482758621,0.6970846647435969,0.4892390520364742,24,1.0
03,0,b1p0_l1p0,0.46875,0.09375,0.8125,8.884615384615385,0.7109668646419418,0.5120941948307243,17,1.0
03,1,b1p0_l0p5,0.65625,0.0,1.0,4.9375,0.5700774893286824,0.35083436940991597,30,1.0
03,1,b2p0_l2p0,0.9375,0.0,1.0,2.53125,0.5917539206933287,0.36526947431320955,32,1.0
03,1,b4p0_l2p0,0.8125,0.0,1.0,3.34375,0.5670154493038218,0.31634373425233153,32,1.0
03,1,b1p0_l1p0,0.875,0.0,1.0,3.0625,0.5898286371996574,0.37971413821444117,32,1.0
03,2,b1p0_l0p5,0.875,0.84375,0.875,1.0714285714285714,0.972589828763405,0.9326996891299815,2,1.0
03,2,b2p0_l2p0,0.9375,0.0625,1.0,2.53125,0.8816429886275527,0.8266982494404487,11,1.0
03,2,b4p0_l2p0,0.90625,0.125,0.96875,1.2258064516129032,0.8841614981400044,0.8309644362118486,12,1.0
03,2,b1p0_l1p0,0.96875,0.75,0.96875,1.1290322580645162,0.9581572022338707,0.9492641348123073,3,1.0
03,3,b1p0_l0p5,0.78125,0.0,1.0,3.59375,0.5893341038893578,0.40940311806269447,29,1.0
03,3,b2p0_l2p0,0.875,0.0,1.0,1.6875,0.6508535070010848,0.45845424276273755,31,1.0
03,3,b4p0_l2p0,0.78125,0.0,1.0,2.28125,0.6181150375711548,0.4619188199091653,32,1.0
03,3,b1p0_l1p0,0.9375,0.0,1.0,1.40625,0.6137700686724696,0.45743622283935376,31,1.0
03,4,b1p0_l0p5,0.75,0.09375,0.875,4.892857142857143,0.795008324050591,0.5737027952706434,20,1.0
03,4,b2p0_l2p0,0.8125,0.0,0.9375,4.2,0.7113232251432495,0.5613911033133722,29,1.0
03,4,b4p0_l2p0,0.84375,0.0,0.96875,3.806451612903226,0.7235100300503936,0.49402189817578673,26,1.0
03,4,b1p0_l1p0,0.5625,0.0,0.90625,7.758620689655173,0.763699799447507,0.7000480935473338,19,1.0
03,5,b1p0_l0p5,0.5,0.0625,0.71875,8.217391304347826,0.7505075739366667,0.5449286813597938,17,1.0
03,5,b2p0_l2p0,0.65625,0.0,0.84375,6.518518518518518,0.7335197131663992,0.6337883351548633,24,1.0
03,5,b4p0_l2p0,0.625,0.0,0.90625,8.241379310344827,0.7204640527139337,0.5804773447325765,26,1.0
03,5,b1p0_l1p0,0.53125,0.0,0.84375,7.7407407407407405,0.7121150333541213,0.5211224683620491,22,1.0
03,6,b1p0_l0p5,0.90625,0.03125,1.0,1.96875,0.5921068287219191,0.3485228243017026,30,1.0
03,6,b2p0_l2p0,0.875,0.0,1.0,2.5,0.5882309171512825,0.408234002694813,32,1.0
03,6,b4p0_l2p0,0.90625,0.0,1.0,2.46875,0.582415468110316,0.3833165378809361,32,1.0
03,6,b1p0_l1p0,0.875,0.0,1.0,3.28125,0.5993125744338834,0.37477800973910946,32,1.0
03,7,b1p0_l0p5,0.59375,0.03125,0.84375,6.444444444444445,0.6320385315286043,0.34149189793410345,29,1.0
03,7,b2p0_l2p0,0.59375,0.03125,1.0,7.53125,0.6296063278038291,0.37895265902372854,28,1.0
03,7,b4p0_l2p0,0.65625,0.0,0.9375,7.033333333333333,0.6150707912395437,0.38707468451321553,31,1.0
03,7,b1p0_l1p0,0.6875,0.0,0.9375,8.066666666666666,0.6721719581365404,0.3594667874041032,26,1.0
03,8,b1p0_l0p5,0.84375,0.0,1.0,3.0625,0.6518977999363522,0.494019837690857,31,1.0
03,8,b2p0_l2p0,0.875,0.0,1.0,2.75,0.6361570044219736,0.44822899607586736,31,1.0
03,8,b4p0_l2p0,0.75,0.0,1.0,4.09375,0.6127390631263869,0.4671200965222281,31,1.0
03,8,b1p0_l1p0,0.9375,0.0,1.0,1.78125,0.6461828894517831,0.4347859728969387,31,1.0
03,9,b1p0_l0p5,0.40625,0.09375,0.6875,9.727272727272727,0.7887804321418961,0.39156459246071385,16,1.0
03,9,b2p0_l2p0,0.53125,0.0,0.84375,8.444444444444445,0.7236174999801137,0.43213805945743217,28,1.0
03,9,b4p0_l2p0,0.5625,0.0,0.90625,8.03448275862069,0.70516636700694,0.455831940608445,30,1.0
03,9,b1p0_l1p0,0.5,0.125,0.78125,7.48,0.7867630961630805,0.4843690867392244,18,1.0
03,10,b1p0_l0p5,0.3125,0.0625,0.6875,10.045454545454545,0.6717392716419825,0.4576518962929314,22,1.0
03,10,b2p0_l2p0,0.375,0.03125,0.78125,13.32,0.6876608217684222,0.48874187033620553,25,1.0
03,10,b4p0_l2p0,0.4375,0.0,0.71875,10.73913043478261,0.6445855263130191,0.4458646423036653,22,1.0
03,10,b1p0_l1p0,0.34375,0.0625,0.8125,11.807692307692308,0.6914792842170893,0.5306239066659149,23,1.0
03,11,b1p0_l0p5,0.625,0.0,0.875,5.071428571428571,0.611610101077758,0.3823897316515545,28,1.0
03,11,b2p0_l2p0,0.71875,0.0,0.96875,5.612903225806452,0.6266069816264157,0.45521462749484226,32,1.0
03,11,b4p0_l2p0,0.84375,0.0,0.96875,3.838709677419355,0.5992134151912335,0.4058981891880004,32,1.0
